ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,RADIATION
19296,2019,9,9,16,56,50,Norwood,9.6
19297,2019,9,9,16,56,60,Norwood,10.11
19298,2019,9,9,16,58,0,Norwood,10.91
19299,2019,9,9,16,58,10,Norwood,11.11
19300,2019,9,9,16,58,20,Norwood,12.8
19301,2019,9,9,16,58,30,Norwood,12.11
19302,2019,9,9,16,58,40,Norwood,13.2
19303,2019,9,9,16,58,50,Norwood,14.37
19304,2019,9,9,16,58,60,Norwood,13.91
19305,2019,9,9,16,60,0,Norwood,12.44
19306,2019,9,9,16,60,10,Norwood,12.53
19307,2019,9,9,16,60,20,Norwood,12.39
19308,2019,9,9,16,60,30,Norwood,11.8
19309,2019,9,9,16,60,40,Norwood,12.26
19310,2019,9,9,16,60,50,Norwood,10.53
19311,2019,9,9,16,60,60,Norwood,10.59
19312,2019,9,9,20,0,0,Norwood,11.35
19313,2019,9,9,20,0,10,Norwood,11.42
19314,2019,9,9,20,0,20,Norwood,11.95
19315,2019,9,9,20,0,30,Norwood,12.73
19316,2019,9,9,20,0,40,Norwood,13.62
19317,2019,9,9,20,0,50,Norwood,15.08
19318,2019,9,9,20,0,60,Norwood,13.26
19319,2019,9,9,20,2,0,Norwood,12.13
19320,2019,9,9,20,2,10,Norwood,12.33
19321,2019,9,9,20,2,20,Norwood,11.17
19322,2019,9,9,20,2,30,Norwood,13.15
19323,2019,9,9,20,2,40,Norwood,14.33
19324,2019,9,9,20,2,50,Norwood,12.46
19325,2019,9,9,20,2,60,Norwood,12.68
19326,2019,9,9,20,4,0,Norwood,13.48
19327,2019,9,9,20,4,10,Norwood,14.93
19328,2019,9,9,20,4,20,Norwood,16.459999
19329,2019,9,9,20,4,30,Norwood,17.969999
19330,2019,9,9,20,4,40,Norwood,17.530001
19331,2019,9,9,20,4,50,Norwood,18.059999
19332,2019,9,9,20,4,60,Norwood,19.42
19333,2019,9,9,20,6,0,Norwood,21
19334,2019,9,9,20,6,10,Norwood,22.73
19335,2019,9,9,20,6,20,Norwood,21.280001
19336,2019,9,9,20,6,30,Norwood,20.969999
19337,2019,9,9,20,6,40,Norwood,20.620001
19338,2019,9,9,20,6,50,Norwood,22.110001
19339,2019,9,9,20,6,60,Norwood,23.639999
19340,2019,9,9,20,8,0,Norwood,23.84
19341,2019,9,9,20,8,10,Norwood,22.549999
19342,2019,9,9,20,8,20,Norwood,20.620001
19343,2019,9,9,20,8,30,Norwood,20.059999
19344,2019,9,9,20,8,40,Norwood,18.26
19345,2019,9,9,20,8,50,Norwood,18.26
19346,2019,9,9,20,8,60,Norwood,17.700001
19347,2019,9,9,20,10,0,Norwood,18.280001
19348,2019,9,9,20,10,10,Norwood,16.950001
19349,2019,9,9,20,10,20,Norwood,15.35
19350,2019,9,9,20,10,30,Norwood,15.8
19351,2019,9,9,20,10,40,Norwood,14.66
19352,2019,9,9,20,10,50,Norwood,16.66
19353,2019,9,9,20,10,60,Norwood,18.59
19354,2019,9,9,20,12,0,Norwood,16.709999
19355,2019,9,9,20,12,10,Norwood,18.26
19356,2019,9,9,20,12,20,Norwood,16.4
19357,2019,9,9,20,12,30,Norwood,15.5
19358,2019,9,9,20,12,40,Norwood,13.99
19359,2019,9,9,20,12,50,Norwood,14.39
19360,2019,9,9,20,12,60,Norwood,15.99
19361,2019,9,9,20,14,0,Norwood,16.709999
19362,2019,9,9,20,14,10,Norwood,18.68
19363,2019,9,9,20,14,20,Norwood,20.57
19364,2019,9,9,20,14,30,Norwood,21.66
19365,2019,9,9,20,14,40,Norwood,20.459999
19366,2019,9,9,20,14,50,Norwood,19.73
19367,2019,9,9,20,14,60,Norwood,20.17
19368,2019,9,9,20,16,0,Norwood,18.57
19369,2019,9,9,20,16,10,Norwood,18.040001
19370,2019,9,9,20,16,20,Norwood,18.73
19371,2019,9,9,20,16,30,Norwood,17.219999
19372,2019,9,9,20,16,40,Norwood,15.51
19373,2019,9,9,20,16,50,Norwood,16.26
19374,2019,9,9,20,16,60,Norwood,15.37
19375,2019,9,9,20,18,0,Norwood,15.1
19376,2019,9,9,20,18,10,Norwood,14.13
19377,2019,9,9,20,18,20,Norwood,15.48
19378,2019,9,9,20,18,30,Norwood,15.28
19379,2019,9,9,20,18,40,Norwood,15.28
19380,2019,9,9,20,18,50,Norwood,16.799999
19381,2019,9,9,20,18,60,Norwood,18.6
19382,2019,9,9,20,20,0,Norwood,16.73
19383,2019,9,9,20,20,10,Norwood,18.33
19384,2019,9,9,20,20,20,Norwood,16.75
19385,2019,9,9,20,20,30,Norwood,16.99
19386,2019,9,9,20,20,40,Norwood,17.639999
19387,2019,9,9,20,20,50,Norwood,17.440001
19388,2019,9,9,20,20,60,Norwood,17.26
19389,2019,9,9,20,22,0,Norwood,17.08
19390,2019,9,9,20,22,10,Norwood,16.24
19391,2019,9,9,20,22,20,Norwood,15.59
19392,2019,9,9,20,22,30,Norwood,17.48
19393,2019,9,9,20,22,40,Norwood,17.42
19394,2019,9,9,20,22,50,Norwood,16.1
19395,2019,9,9,20,22,60,Norwood,17.9
19396,2019,9,9,20,24,0,Norwood,16.190001
19397,2019,9,9,20,24,10,Norwood,16.02
19398,2019,9,9,20,24,20,Norwood,15.82
19399,2019,9,9,20,24,30,Norwood,16.790001
19400,2019,9,9,20,24,40,Norwood,18.280001
19401,2019,9,9,20,24,50,Norwood,17.5
19402,2019,9,9,20,24,60,Norwood,16.9
19403,2019,9,9,20,26,0,Norwood,17.08
19404,2019,9,9,20,26,10,Norwood,16.91
19405,2019,9,9,20,26,20,Norwood,16.040001
19406,2019,9,9,20,26,30,Norwood,16.9
19407,2019,9,9,20,26,40,Norwood,15.62
19408,2019,9,9,20,26,50,Norwood,14.08
19409,2019,9,9,20,26,60,Norwood,15.84
19410,2019,9,9,20,28,0,Norwood,15.02
19411,2019,9,9,20,28,10,Norwood,15.22
19412,2019,9,9,20,28,20,Norwood,14.13
19413,2019,9,9,20,28,30,Norwood,12.24
19414,2019,9,9,20,28,40,Norwood,12.4
19415,2019,9,9,20,28,50,Norwood,12.82
19416,2019,9,9,20,28,60,Norwood,11.04
19417,2019,9,9,20,30,0,Norwood,10.5
19418,2019,9,9,20,30,10,Norwood,11.11
19419,2019,9,9,20,30,20,Norwood,11.53
19420,2019,9,9,20,30,30,Norwood,13.13
19421,2019,9,9,20,30,40,Norwood,11.39
19422,2019,9,9,20,30,50,Norwood,10.73
19423,2019,9,9,20,30,60,Norwood,11.19
19424,2019,9,9,20,32,0,Norwood,13.1
19425,2019,9,9,20,32,10,Norwood,12.15
19426,2019,9,9,20,32,20,Norwood,13.13
19427,2019,9,9,20,32,30,Norwood,12.3
19428,2019,9,9,20,32,40,Norwood,12.62
19429,2019,9,9,20,32,50,Norwood,12.37
19430,2019,9,9,20,32,60,Norwood,12.44
19431,2019,9,9,20,34,0,Norwood,13.39
19432,2019,9,9,20,34,10,Norwood,14.1
19433,2019,9,9,20,34,20,Norwood,13.4
19434,2019,9,9,20,34,30,Norwood,12.35
19435,2019,9,9,20,34,40,Norwood,14.08
19436,2019,9,9,20,34,50,Norwood,14.6
19437,2019,9,9,20,34,60,Norwood,15.51
19438,2019,9,9,20,36,0,Norwood,16.42
19439,2019,9,9,20,36,10,Norwood,18.200001
19440,2019,9,9,20,36,20,Norwood,17
19441,2019,9,9,20,36,30,Norwood,18.1
19442,2019,9,9,20,36,40,Norwood,18.02
19443,2019,9,9,20,36,50,Norwood,16.77
19444,2019,9,9,20,36,60,Norwood,16.700001
19445,2019,9,9,20,38,0,Norwood,18.370001
19446,2019,9,9,20,38,10,Norwood,20.35
19447,2019,9,9,20,38,20,Norwood,20.200001
19448,2019,9,9,20,38,30,Norwood,20.440001
19449,2019,9,9,20,38,40,Norwood,19.040001
19450,2019,9,9,20,38,50,Norwood,17.4
19451,2019,9,9,20,38,60,Norwood,18.91
19452,2019,9,9,20,40,0,Norwood,17.639999
19453,2019,9,9,20,40,10,Norwood,17.26
19454,2019,9,9,20,40,20,Norwood,18.219999
19455,2019,9,9,20,40,30,Norwood,16.99
19456,2019,9,9,20,40,40,Norwood,15.2
19457,2019,9,9,20,40,50,Norwood,16.82
19458,2019,9,9,20,40,60,Norwood,17.879999
19459,2019,9,9,20,42,0,Norwood,19.129999
19460,2019,9,9,20,42,10,Norwood,20.200001
19461,2019,9,9,20,42,20,Norwood,18.620001
19462,2019,9,9,20,42,30,Norwood,19.440001
19463,2019,9,9,20,42,40,Norwood,20.5
19464,2019,9,9,20,42,50,Norwood,20.82
19465,2019,9,9,20,42,60,Norwood,20.84
19466,2019,9,9,20,44,0,Norwood,19.299999
19467,2019,9,9,20,44,10,Norwood,17.66
19468,2019,9,9,20,44,20,Norwood,17.4
19469,2019,9,9,20,44,30,Norwood,16.299999
19470,2019,9,9,20,44,40,Norwood,16.51
19471,2019,9,9,20,44,50,Norwood,16.84
19472,2019,9,9,20,44,60,Norwood,16.440001
19473,2019,9,9,20,46,0,Norwood,17.82
19474,2019,9,9,20,46,10,Norwood,17.91
19475,2019,9,9,20,46,20,Norwood,19.299999
19476,2019,9,9,20,46,30,Norwood,18.700001
19477,2019,9,9,20,46,40,Norwood,19.389999
19478,2019,9,9,20,46,50,Norwood,20.33
19479,2019,9,9,20,46,60,Norwood,19.389999
19480,2019,9,9,20,48,0,Norwood,19.280001
19481,2019,9,9,20,48,10,Norwood,20.02
19482,2019,9,9,20,48,20,Norwood,20.370001
19483,2019,9,9,20,48,30,Norwood,19.370001
19484,2019,9,9,20,48,40,Norwood,20.219999
19485,2019,9,9,20,48,50,Norwood,19.51
19486,2019,9,9,20,48,60,Norwood,18.6
19487,2019,9,9,20,50,0,Norwood,17.6
19488,2019,9,9,20,50,10,Norwood,18.5
19489,2019,9,9,20,50,20,Norwood,16.6
19490,2019,9,9,20,50,30,Norwood,16.6
19491,2019,9,9,20,50,40,Norwood,17
19492,2019,9,9,20,50,50,Norwood,18.879999
19493,2019,9,9,20,50,60,Norwood,17
19494,2019,9,9,20,52,0,Norwood,16.42
19495,2019,9,9,20,52,10,Norwood,18.26
19496,2019,9,9,20,52,20,Norwood,18.280001
19497,2019,9,9,20,52,30,Norwood,18.110001
19498,2019,9,9,20,52,40,Norwood,17.15
19499,2019,9,9,20,52,50,Norwood,15.99
19500,2019,9,9,20,52,60,Norwood,16.26
19501,2019,9,9,20,54,0,Norwood,16.549999
19502,2019,9,9,20,54,10,Norwood,18.48
19503,2019,9,9,20,54,20,Norwood,18.129999
19504,2019,9,9,20,54,30,Norwood,18.17
19505,2019,9,9,20,54,40,Norwood,16.84
19506,2019,9,9,20,54,50,Norwood,16.530001
19507,2019,9,9,20,54,60,Norwood,18.219999
19508,2019,9,9,20,56,0,Norwood,16.35
19509,2019,9,9,20,56,10,Norwood,14.53
19510,2019,9,9,20,56,20,Norwood,12.62
19511,2019,9,9,20,56,30,Norwood,14.15
19512,2019,9,9,20,56,40,Norwood,12.19
19513,2019,9,9,20,56,50,Norwood,13.84
19514,2019,9,9,20,56,60,Norwood,12.95
19515,2019,9,9,20,58,0,Norwood,14.24
19516,2019,9,9,20,58,10,Norwood,15.33
19517,2019,9,9,20,58,20,Norwood,13.51
19518,2019,9,9,20,58,30,Norwood,14.28
19519,2019,9,9,20,58,40,Norwood,12.39
19520,2019,9,9,20,58,50,Norwood,13.84
19521,2019,9,9,20,58,60,Norwood,14.84
19522,2019,9,9,20,60,0,Norwood,14.24
19523,2019,9,9,20,60,10,Norwood,14.24
19524,2019,9,9,20,60,20,Norwood,15.24
19525,2019,9,9,20,60,30,Norwood,15.26
19526,2019,9,9,20,60,40,Norwood,16.110001
19527,2019,9,9,20,60,50,Norwood,17.459999
19528,2019,9,9,20,60,60,Norwood,19.24
19529,2019,9,9,24,0,0,Norwood,18.33
19530,2019,9,9,24,0,10,Norwood,17.17
19531,2019,9,9,24,0,20,Norwood,18.02
19532,2019,9,9,24,0,30,Norwood,16.200001
19533,2019,9,9,24,0,40,Norwood,18.110001
19534,2019,9,9,24,0,50,Norwood,19.82
19535,2019,9,9,24,0,60,Norwood,19.700001
19536,2019,9,9,24,2,0,Norwood,18.4
19537,2019,9,9,24,2,10,Norwood,18.860001
19538,2019,9,9,24,2,20,Norwood,19.200001
19539,2019,9,9,24,2,30,Norwood,18.66
19540,2019,9,9,24,2,40,Norwood,18.190001
19541,2019,9,9,24,2,50,Norwood,16.860001
19542,2019,9,9,24,2,60,Norwood,17.6
19543,2019,9,9,24,4,0,Norwood,16.4
19544,2019,9,9,24,4,10,Norwood,15.37
19545,2019,9,9,24,4,20,Norwood,15.31
19546,2019,9,9,24,4,30,Norwood,13.73
19547,2019,9,9,24,4,40,Norwood,14.13
19548,2019,9,9,24,4,50,Norwood,13.04
19549,2019,9,9,24,4,60,Norwood,12.31
19550,2019,9,9,24,6,0,Norwood,12.15
19551,2019,9,9,24,6,10,Norwood,12.39
19552,2019,9,9,24,6,20,Norwood,11.19
19553,2019,9,9,24,6,30,Norwood,12.26
19554,2019,9,9,24,6,40,Norwood,10.8
19555,2019,9,9,24,6,50,Norwood,11.77
19556,2019,9,9,24,6,60,Norwood,12.24
19557,2019,9,9,24,8,0,Norwood,13.3
19558,2019,9,9,24,8,10,Norwood,15.26
19559,2019,9,9,24,8,20,Norwood,13.57
19560,2019,9,9,24,8,30,Norwood,15.06
19561,2019,9,9,24,8,40,Norwood,14.19
19562,2019,9,9,24,8,50,Norwood,14.06
19563,2019,9,9,24,8,60,Norwood,14.55
19564,2019,9,9,24,10,0,Norwood,14.73
19565,2019,9,9,24,10,10,Norwood,13.3
19566,2019,9,9,24,10,20,Norwood,13
19567,2019,9,9,24,10,30,Norwood,14.64
19568,2019,9,9,24,10,40,Norwood,14.95
19569,2019,9,9,24,10,50,Norwood,13.59
19570,2019,9,9,24,10,60,Norwood,13.75
19571,2019,9,9,24,12,0,Norwood,12.79
19572,2019,9,9,24,12,10,Norwood,11.1
19573,2019,9,9,24,12,20,Norwood,11.66
19574,2019,9,9,24,12,30,Norwood,10
19575,2019,9,9,24,12,40,Norwood,10.66
19576,2019,9,9,24,12,50,Norwood,12.06
19577,2019,9,9,24,12,60,Norwood,10.84
19578,2019,9,9,24,14,0,Norwood,11.75
19579,2019,9,9,24,14,10,Norwood,13.13
19580,2019,9,9,24,14,20,Norwood,12.2
19581,2019,9,9,24,14,30,Norwood,13.7
19582,2019,9,9,24,14,40,Norwood,14.48
19583,2019,9,9,24,14,50,Norwood,15.51
19584,2019,9,9,24,14,60,Norwood,13.99
19585,2019,9,9,24,16,0,Norwood,11.99
19586,2019,9,9,24,16,10,Norwood,12.71
19587,2019,9,9,24,16,20,Norwood,12.33
19588,2019,9,9,24,16,30,Norwood,14.17
19589,2019,9,9,24,16,40,Norwood,12.6
19590,2019,9,9,24,16,50,Norwood,11.66
19591,2019,9,9,24,16,60,Norwood,11.37
19592,2019,9,9,24,18,0,Norwood,10.88
19593,2019,9,9,24,18,10,Norwood,11.8
19594,2019,9,9,24,18,20,Norwood,11.06
19595,2019,9,9,24,18,30,Norwood,11.06
19596,2019,9,9,24,18,40,Norwood,9.73
19597,2019,9,9,24,18,50,Norwood,10.75
19598,2019,9,9,24,18,60,Norwood,9.55
19599,2019,9,9,24,20,0,Norwood,11.48
19600,2019,9,9,24,20,10,Norwood,10.08
19601,2019,9,9,24,20,20,Norwood,10.88
19602,2019,9,9,24,20,30,Norwood,11.19
19603,2019,9,9,24,20,40,Norwood,12.73
19604,2019,9,9,24,20,50,Norwood,14.1
19605,2019,9,9,24,20,60,Norwood,15.91
19606,2019,9,9,24,22,0,Norwood,17.15
19607,2019,9,9,24,22,10,Norwood,15.31
19608,2019,9,9,24,22,20,Norwood,14.59
19609,2019,9,9,24,22,30,Norwood,12.66
19610,2019,9,9,24,22,40,Norwood,12.08
19611,2019,9,9,24,22,50,Norwood,13.22
19612,2019,9,9,24,22,60,Norwood,15.11
19613,2019,9,9,24,24,0,Norwood,14.71
19614,2019,9,9,24,24,10,Norwood,16.33
19615,2019,9,9,24,24,20,Norwood,15.5
19616,2019,9,9,24,24,30,Norwood,16.59
19617,2019,9,9,24,24,40,Norwood,14.59
19618,2019,9,9,24,24,50,Norwood,15.71
19619,2019,9,9,24,24,60,Norwood,15.11
19620,2019,9,9,24,26,0,Norwood,13.42
19621,2019,9,9,24,26,10,Norwood,12.82
19622,2019,9,9,24,26,20,Norwood,13.1
19623,2019,9,9,24,26,30,Norwood,11.79
19624,2019,9,9,24,26,40,Norwood,12.66
19625,2019,9,9,24,26,50,Norwood,12.59
19626,2019,9,9,24,26,60,Norwood,12.79
19627,2019,9,9,24,28,0,Norwood,11.22
19628,2019,9,9,24,28,10,Norwood,10.95
19629,2019,9,9,24,28,20,Norwood,9.9
19630,2019,9,9,24,28,30,Norwood,9.11
19631,2019,9,9,24,28,40,Norwood,10.93
19632,2019,9,9,24,28,50,Norwood,10
19633,2019,9,9,24,28,60,Norwood,10.51
19634,2019,9,9,24,30,0,Norwood,10.35
19635,2019,9,9,24,30,10,Norwood,9.35
19636,2019,9,9,24,30,20,Norwood,9.44
19637,2019,9,9,24,30,30,Norwood,9.97
19638,2019,9,9,24,30,40,Norwood,9.57
19639,2019,9,9,24,30,50,Norwood,10.97
19640,2019,9,9,24,30,60,Norwood,12
19641,2019,9,9,24,32,0,Norwood,13.22
19642,2019,9,9,24,32,10,Norwood,11.59
19643,2019,9,9,24,32,20,Norwood,12.84
19644,2019,9,9,24,32,30,Norwood,12.02
19645,2019,9,9,24,32,40,Norwood,12.77
19646,2019,9,9,24,32,50,Norwood,12.86
19647,2019,9,9,24,32,60,Norwood,13.8
19648,2019,9,9,24,34,0,Norwood,12.79
19649,2019,9,9,24,34,10,Norwood,10.88
19650,2019,9,9,24,34,20,Norwood,12.19
19651,2019,9,9,24,34,30,Norwood,11.24
19652,2019,9,9,24,34,40,Norwood,12.95
19653,2019,9,9,24,34,50,Norwood,12.64
19654,2019,9,9,24,34,60,Norwood,11.22
19655,2019,9,9,24,36,0,Norwood,10.51
19656,2019,9,9,24,36,10,Norwood,10.15
19657,2019,9,9,24,36,20,Norwood,11.11
19658,2019,9,9,24,36,30,Norwood,12.39
19659,2019,9,9,24,36,40,Norwood,12.15
19660,2019,9,9,24,36,50,Norwood,12.02
19661,2019,9,9,24,36,60,Norwood,12.51
19662,2019,9,9,24,38,0,Norwood,13.6
19663,2019,9,9,24,38,10,Norwood,12.24
19664,2019,9,9,24,38,20,Norwood,11.68
19665,2019,9,9,24,38,30,Norwood,10.04
19666,2019,9,9,24,38,40,Norwood,10.5
19667,2019,9,9,24,38,50,Norwood,11.15
19668,2019,9,9,24,38,60,Norwood,9.39
19669,2019,9,9,24,40,0,Norwood,10.62
19670,2019,9,9,24,40,10,Norwood,11.06
19671,2019,9,9,24,40,20,Norwood,12.13
19672,2019,9,9,24,40,30,Norwood,11.88
19673,2019,9,9,24,40,40,Norwood,13.06
19674,2019,9,9,24,40,50,Norwood,12.22
19675,2019,9,9,24,40,60,Norwood,10.31
19676,2019,9,9,24,42,0,Norwood,10.59
19677,2019,9,9,24,42,10,Norwood,9.22
19678,2019,9,9,24,42,20,Norwood,10.51
19679,2019,9,9,24,42,30,Norwood,10.46
19680,2019,9,9,24,42,40,Norwood,9.19
19681,2019,9,9,24,42,50,Norwood,10.62
19682,2019,9,9,24,42,60,Norwood,10.3
19683,2019,9,9,24,44,0,Norwood,9.37
19684,2019,9,9,24,44,10,Norwood,10.31
19685,2019,9,9,24,44,20,Norwood,9.2
19686,2019,9,9,24,44,30,Norwood,8.37
19687,2019,9,9,24,44,40,Norwood,10.06
19688,2019,9,9,24,44,50,Norwood,11.33
19689,2019,9,9,24,44,60,Norwood,10.42
19690,2019,9,9,24,46,0,Norwood,10.33
19691,2019,9,9,24,46,10,Norwood,12.04
19692,2019,9,9,24,46,20,Norwood,10.33
19693,2019,9,9,24,46,30,Norwood,11.04
19694,2019,9,9,24,46,40,Norwood,12.17
19695,2019,9,9,24,46,50,Norwood,13.53
19696,2019,9,9,24,46,60,Norwood,13.3
19697,2019,9,9,24,48,0,Norwood,11.3
19698,2019,9,9,24,48,10,Norwood,10.8
19699,2019,9,9,24,48,20,Norwood,10.37
19700,2019,9,9,24,48,30,Norwood,12.04
19701,2019,9,9,24,48,40,Norwood,13.4
19702,2019,9,9,24,48,50,Norwood,14.22
19703,2019,9,9,24,48,60,Norwood,13.4
19704,2019,9,9,24,50,0,Norwood,14.75
19705,2019,9,9,24,50,10,Norwood,16.549999
19706,2019,9,9,24,50,20,Norwood,15.91
19707,2019,9,9,24,50,30,Norwood,13.99
19708,2019,9,9,24,50,40,Norwood,14.46
19709,2019,9,9,24,50,50,Norwood,14.39
19710,2019,9,9,24,50,60,Norwood,14.95
19711,2019,9,9,24,52,0,Norwood,14.8
19712,2019,9,9,24,52,10,Norwood,13.08
19713,2019,9,9,24,52,20,Norwood,12.99
19714,2019,9,9,24,52,30,Norwood,13.44
19715,2019,9,9,24,52,40,Norwood,13.59
19716,2019,9,9,24,52,50,Norwood,14.64
19717,2019,9,9,24,52,60,Norwood,15.19
19718,2019,9,9,24,54,0,Norwood,13.77
19719,2019,9,9,24,54,10,Norwood,13.46
19720,2019,9,9,24,54,20,Norwood,13.26
19721,2019,9,9,24,54,30,Norwood,12.33
19722,2019,9,9,24,54,40,Norwood,10.4
19723,2019,9,9,24,54,50,Norwood,11.66
19724,2019,9,9,24,54,60,Norwood,12.77
19725,2019,9,9,24,56,0,Norwood,11.77
19726,2019,9,9,24,56,10,Norwood,11.6
19727,2019,9,9,24,56,20,Norwood,9.62
19728,2019,9,9,24,56,30,Norwood,10.22
19729,2019,9,9,24,56,40,Norwood,10.26
19730,2019,9,9,24,56,50,Norwood,10.7
19731,2019,9,9,24,56,60,Norwood,9.24
19732,2019,9,9,24,58,0,Norwood,9.6
19733,2019,9,9,24,58,10,Norwood,10.19
19734,2019,9,9,24,58,20,Norwood,12.04
19735,2019,9,9,24,58,30,Norwood,13.62
19736,2019,9,9,24,58,40,Norwood,15.22
19737,2019,9,9,24,58,50,Norwood,16.969999
19738,2019,9,9,24,58,60,Norwood,16.459999
19739,2019,9,9,24,60,0,Norwood,18.190001
19740,2019,9,9,24,60,10,Norwood,18.35
19741,2019,9,9,24,60,20,Norwood,18.15
19742,2019,9,9,24,60,30,Norwood,17.24
19743,2019,9,9,24,60,40,Norwood,16.77
19744,2019,9,9,24,60,50,Norwood,15.59
19745,2019,9,9,24,60,60,Norwood,15.51
19746,2019,9,11,0,0,0,Norwood,16.459999
19747,2019,9,11,0,0,10,Norwood,16.51
19748,2019,9,11,0,0,20,Norwood,16.66
19749,2019,9,11,0,0,30,Norwood,17.200001
19750,2019,9,11,0,0,40,Norwood,17.91
19751,2019,9,11,0,0,50,Norwood,19.42
19752,2019,9,11,0,0,60,Norwood,20.799999
19753,2019,9,11,0,2,0,Norwood,20.33
19754,2019,9,11,0,2,10,Norwood,22.059999
19755,2019,9,11,0,2,20,Norwood,23.799999
19756,2019,9,11,0,2,30,Norwood,25.219999
19757,2019,9,11,0,2,40,Norwood,23.68
19758,2019,9,11,0,2,50,Norwood,23.1
19759,2019,9,11,0,2,60,Norwood,21.440001
19760,2019,9,11,0,4,0,Norwood,20.280001
19761,2019,9,11,0,4,10,Norwood,21.370001
19762,2019,9,11,0,4,20,Norwood,21.299999
19763,2019,9,11,0,4,30,Norwood,22.51
19764,2019,9,11,0,4,40,Norwood,20.879999
19765,2019,9,11,0,4,50,Norwood,21.299999
19766,2019,9,11,0,4,60,Norwood,20.42
19767,2019,9,11,0,6,0,Norwood,20.15
19768,2019,9,11,0,6,10,Norwood,18.299999
19769,2019,9,11,0,6,20,Norwood,20.059999
19770,2019,9,11,0,6,30,Norwood,20.219999
19771,2019,9,11,0,6,40,Norwood,20.42
19772,2019,9,11,0,6,50,Norwood,18.799999
19773,2019,9,11,0,6,60,Norwood,18
19774,2019,9,11,0,8,0,Norwood,16.459999
19775,2019,9,11,0,8,10,Norwood,16.33
19776,2019,9,11,0,8,20,Norwood,18.309999
19777,2019,9,11,0,8,30,Norwood,16.309999
19778,2019,9,11,0,8,40,Norwood,14.97
19779,2019,9,11,0,8,50,Norwood,14.22
19780,2019,9,11,0,8,60,Norwood,15.37
19781,2019,9,11,0,10,0,Norwood,13.37
19782,2019,9,11,0,10,10,Norwood,12.19
19783,2019,9,11,0,10,20,Norwood,10.8
19784,2019,9,11,0,10,30,Norwood,11.9
19785,2019,9,11,0,10,40,Norwood,12.91
19786,2019,9,11,0,10,50,Norwood,11.2
19787,2019,9,11,0,10,60,Norwood,11.8
19788,2019,9,11,0,12,0,Norwood,12.33
19789,2019,9,11,0,12,10,Norwood,10.57
19790,2019,9,11,0,12,20,Norwood,12.48
19791,2019,9,11,0,12,30,Norwood,11.24
19792,2019,9,11,0,12,40,Norwood,9.24
19793,2019,9,11,0,12,50,Norwood,10
19794,2019,9,11,0,12,60,Norwood,11.39
19795,2019,9,11,0,14,0,Norwood,10.28
19796,2019,9,11,0,14,10,Norwood,9.15
19797,2019,9,11,0,14,20,Norwood,10.06
19798,2019,9,11,0,14,30,Norwood,9.3
19799,2019,9,11,0,14,40,Norwood,9.9
19800,2019,9,11,0,14,50,Norwood,11.48
19801,2019,9,11,0,14,60,Norwood,11.5
19802,2019,9,11,0,16,0,Norwood,12.15
19803,2019,9,11,0,16,10,Norwood,13.28
19804,2019,9,11,0,16,20,Norwood,13.26
19805,2019,9,11,0,16,30,Norwood,13.17
19806,2019,9,11,0,16,40,Norwood,12.51
19807,2019,9,11,0,16,50,Norwood,10.79
19808,2019,9,11,0,16,60,Norwood,12.24
19809,2019,9,11,0,18,0,Norwood,12.26
19810,2019,9,11,0,18,10,Norwood,10.26
19811,2019,9,11,0,18,20,Norwood,9.24
19812,2019,9,11,0,18,30,Norwood,10.28
19813,2019,9,11,0,18,40,Norwood,11.13
19814,2019,9,11,0,18,50,Norwood,13.08
19815,2019,9,11,0,18,60,Norwood,12.42
19816,2019,9,11,0,20,0,Norwood,11
19817,2019,9,11,0,20,10,Norwood,12.73
19818,2019,9,11,0,20,20,Norwood,12.4
19819,2019,9,11,0,20,30,Norwood,14.22
19820,2019,9,11,0,20,40,Norwood,12.37
19821,2019,9,11,0,20,50,Norwood,13.35
19822,2019,9,11,0,20,60,Norwood,13.73
19823,2019,9,11,0,22,0,Norwood,13.04
19824,2019,9,11,0,22,10,Norwood,11.31
19825,2019,9,11,0,22,20,Norwood,12.95
19826,2019,9,11,0,22,30,Norwood,12.91
19827,2019,9,11,0,22,40,Norwood,13.88
19828,2019,9,11,0,22,50,Norwood,14.22
19829,2019,9,11,0,22,60,Norwood,15.66
19830,2019,9,11,0,24,0,Norwood,15.97
19831,2019,9,11,0,24,10,Norwood,15.2
19832,2019,9,11,0,24,20,Norwood,16.08
19833,2019,9,11,0,24,30,Norwood,16.639999
19834,2019,9,11,0,24,40,Norwood,17.99
19835,2019,9,11,0,24,50,Norwood,18.24
19836,2019,9,11,0,24,60,Norwood,19.190001
19837,2019,9,11,0,26,0,Norwood,17.639999
19838,2019,9,11,0,26,10,Norwood,17.299999
19839,2019,9,11,0,26,20,Norwood,18.040001
19840,2019,9,11,0,26,30,Norwood,18.059999
19841,2019,9,11,0,26,40,Norwood,18.790001
19842,2019,9,11,0,26,50,Norwood,20.17
19843,2019,9,11,0,26,60,Norwood,21.02
19844,2019,9,11,0,28,0,Norwood,22.24
19845,2019,9,11,0,28,10,Norwood,21.26
19846,2019,9,11,0,28,20,Norwood,22.77
19847,2019,9,11,0,28,30,Norwood,22.280001
19848,2019,9,11,0,28,40,Norwood,22.57
19849,2019,9,11,0,28,50,Norwood,23.77
19850,2019,9,11,0,28,60,Norwood,23.299999
