ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,PRESSURE
11838,2021,12,11,20,16,32,Norwood,21
11839,2021,12,11,20,16,64,Norwood,22.5
11840,2021,12,11,20,32,0,Norwood,21.879999
11841,2021,12,11,20,32,32,Norwood,21.219999
11842,2021,12,11,20,32,64,Norwood,21.549999
11843,2021,12,11,20,48,0,Norwood,21.280001
11844,2021,12,11,20,48,32,Norwood,22.17
11845,2021,12,11,20,48,64,Norwood,23.860001
11846,2021,12,11,20,64,0,Norwood,23.950001
11847,2021,12,11,20,64,32,Norwood,23.66
11848,2021,12,11,20,64,64,Norwood,22.110001
11849,2021,12,11,24,0,0,Norwood,23.459999
11850,2021,12,11,24,0,32,Norwood,22.5
11851,2021,12,11,24,0,64,Norwood,23.93
11852,2021,12,11,24,16,0,Norwood,22.33
11853,2021,12,11,24,16,32,Norwood,22.860001
11854,2021,12,11,24,16,64,Norwood,22.799999
11855,2021,12,11,24,32,0,Norwood,21.110001
11856,2021,12,11,24,32,32,Norwood,20.700001
11857,2021,12,11,24,32,64,Norwood,20.549999
11858,2021,12,11,24,48,0,Norwood,21.84
11859,2021,12,11,24,48,32,Norwood,20.1
11860,2021,12,11,24,48,64,Norwood,20.9
11861,2021,12,11,24,64,0,Norwood,19.389999
11862,2021,12,11,24,64,32,Norwood,19.059999
11863,2021,12,11,24,64,64,Norwood,18
11864,2021,12,21,0,0,0,Norwood,16.879999
11865,2021,12,21,0,0,32,Norwood,16.15
11866,2021,12,21,0,0,64,Norwood,14.42
11867,2021,12,21,0,16,0,Norwood,12.95
11868,2021,12,21,0,16,32,Norwood,13.73
11869,2021,12,21,0,16,64,Norwood,15.71
11870,2021,12,21,0,32,0,Norwood,14.57
11871,2021,12,21,0,32,32,Norwood,13.48
11872,2021,12,21,0,32,64,Norwood,14.37
11873,2021,12,21,0,48,0,Norwood,12.5
11874,2021,12,21,0,48,32,Norwood,12.5
11875,2021,12,21,0,48,64,Norwood,12
11876,2021,12,21,0,64,0,Norwood,12.46
11877,2021,12,21,0,64,32,Norwood,13.53
11878,2021,12,21,0,64,64,Norwood,11.73
11879,2021,12,21,4,0,0,Norwood,11.53
11880,2021,12,21,4,0,32,Norwood,12.35
11881,2021,12,21,4,0,64,Norwood,13
11882,2021,12,21,4,16,0,Norwood,14.79
11883,2021,12,21,4,16,32,Norwood,15.19
11884,2021,12,21,4,16,64,Norwood,13.91
11885,2021,12,21,4,32,0,Norwood,14.35
11886,2021,12,21,4,32,32,Norwood,14.5
11887,2021,12,21,4,32,64,Norwood,14.4
11888,2021,12,21,4,48,0,Norwood,16.280001
11889,2021,12,21,4,48,32,Norwood,16.73
11890,2021,12,21,4,48,64,Norwood,17.35
11891,2021,12,21,4,64,0,Norwood,18.110001
11892,2021,12,21,4,64,32,Norwood,19.08
11893,2021,12,21,4,64,64,Norwood,17.08
11894,2021,12,21,8,0,0,Norwood,17.5
11895,2021,12,21,8,0,32,Norwood,18.93
11896,2021,12,21,8,0,64,Norwood,18.059999
11897,2021,12,21,8,16,0,Norwood,17.24
11898,2021,12,21,8,16,32,Norwood,15.42
11899,2021,12,21,8,16,64,Norwood,16.219999
11900,2021,12,21,8,32,0,Norwood,15.84
11901,2021,12,21,8,32,32,Norwood,16.549999
11902,2021,12,21,8,32,64,Norwood,16.190001
11903,2021,12,21,8,48,0,Norwood,14.39
11904,2021,12,21,8,48,32,Norwood,13.2
11905,2021,12,21,8,48,64,Norwood,11.51
11906,2021,12,21,8,64,0,Norwood,11.57
11907,2021,12,21,8,64,32,Norwood,11.53
11908,2021,12,21,8,64,64,Norwood,9.99
11909,2021,12,21,12,0,0,Norwood,9.73
11910,2021,12,21,12,0,32,Norwood,10.19
11911,2021,12,21,12,0,64,Norwood,11.02
11912,2021,12,21,12,16,0,Norwood,11.5
11913,2021,12,21,12,16,32,Norwood,10.8
11914,2021,12,21,12,16,64,Norwood,9.97
11915,2021,12,21,12,32,0,Norwood,10.5
11916,2021,12,21,12,32,32,Norwood,10.3
11917,2021,12,21,12,32,64,Norwood,10.02
11918,2021,12,21,12,48,0,Norwood,10.59
11919,2021,12,21,12,48,32,Norwood,8.91
11920,2021,12,21,12,48,64,Norwood,9.66
11921,2021,12,21,12,64,0,Norwood,11.48
11922,2021,12,21,12,64,32,Norwood,11.62
11923,2021,12,21,12,64,64,Norwood,10.8
11924,2021,12,21,16,0,0,Norwood,9.4
11925,2021,12,21,16,0,32,Norwood,10.8
11926,2021,12,21,16,0,64,Norwood,12.3
11927,2021,12,21,16,16,0,Norwood,13.8
11928,2021,12,21,16,16,32,Norwood,13.68
11929,2021,12,21,16,16,64,Norwood,14.4
11930,2021,12,21,16,32,0,Norwood,13.6
11931,2021,12,21,16,32,32,Norwood,14.5
11932,2021,12,21,16,32,64,Norwood,13.57
11933,2021,12,21,16,48,0,Norwood,13.22
11934,2021,12,21,16,48,32,Norwood,13.4
11935,2021,12,21,16,48,64,Norwood,13.24
11936,2021,12,21,16,64,0,Norwood,13.8
11937,2021,12,21,16,64,32,Norwood,14.88
11938,2021,12,21,16,64,64,Norwood,13.35
11939,2021,12,21,20,0,0,Norwood,12.77
11940,2021,12,21,20,0,32,Norwood,14.1
11941,2021,12,21,20,0,64,Norwood,16.059999
11942,2021,12,21,20,16,0,Norwood,14.42
11943,2021,12,21,20,16,32,Norwood,15.8
11944,2021,12,21,20,16,64,Norwood,16.33
11945,2021,12,21,20,32,0,Norwood,16.309999
11946,2021,12,21,20,32,32,Norwood,14.77
11947,2021,12,21,20,32,64,Norwood,15.55
11948,2021,12,21,20,48,0,Norwood,17.17
11949,2021,12,21,20,48,32,Norwood,16.440001
11950,2021,12,21,20,48,64,Norwood,17.59
11951,2021,12,21,20,64,0,Norwood,16.33
11952,2021,12,21,20,64,32,Norwood,18
11953,2021,12,21,20,64,64,Norwood,19.1
11954,2021,12,21,24,0,0,Norwood,17.459999
11955,2021,12,21,24,0,32,Norwood,16.059999
11956,2021,12,21,24,0,64,Norwood,16.1
11957,2021,12,21,24,16,0,Norwood,16.48
11958,2021,12,21,24,16,32,Norwood,17.549999
11959,2021,12,21,24,16,64,Norwood,16.77
11960,2021,12,21,24,32,0,Norwood,18.129999
11961,2021,12,21,24,32,32,Norwood,20.059999
11962,2021,12,21,24,32,64,Norwood,18.950001
11963,2021,12,21,24,48,0,Norwood,18.26
11964,2021,12,21,24,48,32,Norwood,18.08
11965,2021,12,21,24,48,64,Norwood,19.6
11966,2021,12,21,24,64,0,Norwood,19.1
11967,2021,12,21,24,64,32,Norwood,20.02
11968,2021,12,21,24,64,64,Norwood,20.059999
11969,2021,12,31,0,0,0,Norwood,18.299999
11970,2021,12,31,0,0,32,Norwood,19
11971,2021,12,31,0,0,64,Norwood,18.200001
11972,2021,12,31,0,16,0,Norwood,17.08
11973,2021,12,31,0,16,32,Norwood,18.59
11974,2021,12,31,0,16,64,Norwood,17.48
11975,2021,12,31,0,32,0,Norwood,19.42
11976,2021,12,31,0,32,32,Norwood,21.129999
11977,2021,12,31,0,32,64,Norwood,20.459999
11978,2021,12,31,0,48,0,Norwood,20.059999
11979,2021,12,31,0,48,32,Norwood,19.08
11980,2021,12,31,0,48,64,Norwood,21.040001
11981,2021,12,31,0,64,0,Norwood,19.42
11982,2021,12,31,0,64,32,Norwood,20.879999
11983,2021,12,31,0,64,64,Norwood,19.59
11984,2021,12,31,4,0,0,Norwood,21.219999
11985,2021,12,31,4,0,32,Norwood,20.91
11986,2021,12,31,4,0,64,Norwood,22.389999
11987,2021,12,31,4,16,0,Norwood,22.280001
11988,2021,12,31,4,16,32,Norwood,23.389999
11989,2021,12,31,4,16,64,Norwood,23.35
11990,2021,12,31,4,32,0,Norwood,22.370001
11991,2021,12,31,4,32,32,Norwood,23.35
11992,2021,12,31,4,32,64,Norwood,24.75
11993,2021,12,31,4,48,0,Norwood,26.709999
11994,2021,12,31,4,48,32,Norwood,25.799999
11995,2021,12,31,4,48,64,Norwood,27.059999
11996,2021,12,31,4,64,0,Norwood,27.190001
11997,2021,12,31,4,64,32,Norwood,26.08
11998,2021,12,31,4,64,64,Norwood,27.190001
11999,2021,12,31,8,0,0,Norwood,28.15
12000,2021,12,31,8,0,32,Norwood,28.08
12001,2021,12,31,8,0,64,Norwood,28.200001
12002,2021,12,31,8,16,0,Norwood,26.57
12003,2021,12,31,8,16,32,Norwood,27.440001
12004,2021,12,31,8,16,64,Norwood,27.620001
12005,2021,12,31,8,32,0,Norwood,27.77
12006,2021,12,31,8,32,32,Norwood,28.190001
12007,2021,12,31,8,32,64,Norwood,27.709999
12008,2021,12,31,8,48,0,Norwood,26.82
12009,2021,12,31,8,48,32,Norwood,27.440001
12010,2021,12,31,8,48,64,Norwood,29.1
12011,2021,12,31,8,64,0,Norwood,28.73
12012,2021,12,31,8,64,32,Norwood,27.33
12013,2021,12,31,8,64,64,Norwood,27.35
12014,2021,12,31,12,0,0,Norwood,25.73
12015,2021,12,31,12,0,32,Norwood,24.110001
12016,2021,12,31,12,0,64,Norwood,22.110001
12017,2021,12,31,12,16,0,Norwood,23.26
12018,2021,12,31,12,16,32,Norwood,22.709999
12019,2021,12,31,12,16,64,Norwood,22.42
12020,2021,12,31,12,32,0,Norwood,23.84
12021,2021,12,31,12,32,32,Norwood,25.57
12022,2021,12,31,12,32,64,Norwood,26.33
12023,2021,12,31,12,48,0,Norwood,28.15
12024,2021,12,31,12,48,32,Norwood,26.99
12025,2021,12,31,12,48,64,Norwood,26.110001
12026,2021,12,31,12,64,0,Norwood,26.639999
12027,2021,12,31,12,64,32,Norwood,26.389999
12028,2021,12,31,12,64,64,Norwood,27.1
12029,2021,12,31,16,0,0,Norwood,25.42
12030,2021,12,31,16,0,32,Norwood,25.879999
12031,2021,12,31,16,0,64,Norwood,26.110001
12032,2021,12,31,16,16,0,Norwood,26.66
12033,2021,12,31,16,16,32,Norwood,26.309999
12034,2021,12,31,16,16,64,Norwood,24.77
12035,2021,12,31,16,32,0,Norwood,24.5
12036,2021,12,31,16,32,32,Norwood,25.950001
12037,2021,12,31,16,32,64,Norwood,26.33
12038,2021,12,31,16,48,0,Norwood,27.48
12039,2021,12,31,16,48,32,Norwood,27.77
12040,2021,12,31,16,48,64,Norwood,26.790001
12041,2021,12,31,16,64,0,Norwood,26.35
12042,2021,12,31,16,64,32,Norwood,27.57
12043,2021,12,31,16,64,64,Norwood,28.059999
12044,2021,12,31,20,0,0,Norwood,27.77
12045,2021,12,31,20,0,32,Norwood,26.040001
12046,2021,12,31,20,0,64,Norwood,27.700001
12047,2021,12,31,20,16,0,Norwood,29.059999
12048,2021,12,31,20,16,32,Norwood,29.99
12049,2021,12,31,20,16,64,Norwood,29.219999
12050,2021,12,31,20,32,0,Norwood,29.440001
12051,2021,12,31,20,32,32,Norwood,30
12052,2021,12,31,20,32,64,Norwood,31.26
12053,2021,12,31,20,48,0,Norwood,31.84
12054,2021,12,31,20,48,32,Norwood,31.68
12055,2021,12,31,20,48,64,Norwood,30.4
12056,2021,12,31,20,64,0,Norwood,31.190001
12057,2021,12,31,20,64,32,Norwood,31.33
12058,2021,12,31,20,64,64,Norwood,31.15
12059,2021,12,31,24,0,0,Norwood,29.4
12060,2021,12,31,24,0,32,Norwood,29.73
12061,2021,12,31,24,0,64,Norwood,28.549999
12062,2021,12,31,24,16,0,Norwood,29.57
12063,2021,12,31,24,16,32,Norwood,31.17
12064,2021,12,31,24,16,64,Norwood,30
12065,2021,12,31,24,32,0,Norwood,31.75
12066,2021,12,31,24,32,32,Norwood,31.110001
12067,2021,12,31,24,32,64,Norwood,32.259998
12068,2021,12,31,24,48,0,Norwood,33.990002
12069,2021,12,31,24,48,32,Norwood,32.48
12070,2021,12,31,24,48,64,Norwood,32.880001
12071,2021,12,31,24,64,0,Norwood,31.42
12072,2021,12,31,24,64,32,Norwood,33.369999
12073,2021,12,31,24,64,64,Norwood,34.73
12074,2022,1,1,0,0,0,Norwood,36.240002
12075,2022,1,1,0,0,32,Norwood,38.040001
12076,2022,1,1,0,0,64,Norwood,39.700001
12077,2022,1,1,0,16,0,Norwood,40.529999
12078,2022,1,1,0,16,32,Norwood,39.700001
12079,2022,1,1,0,16,64,Norwood,38.279999
12080,2022,1,1,0,32,0,Norwood,37.259998
12081,2022,1,1,0,32,32,Norwood,36.200001
12082,2022,1,1,0,32,64,Norwood,36.259998
12083,2022,1,1,0,48,0,Norwood,35.240002
12084,2022,1,1,0,48,32,Norwood,37.060001
12085,2022,1,1,0,48,64,Norwood,38.419998
12086,2022,1,1,0,64,0,Norwood,37.419998
12087,2022,1,1,0,64,32,Norwood,36.040001
12088,2022,1,1,0,64,64,Norwood,34.5
12089,2022,1,1,4,0,0,Norwood,35.59
12090,2022,1,1,4,0,32,Norwood,37.419998
12091,2022,1,1,4,0,64,Norwood,38.66
12092,2022,1,1,4,16,0,Norwood,37.639999
12093,2022,1,1,4,16,32,Norwood,36.75
12094,2022,1,1,4,16,64,Norwood,35.5
12095,2022,1,1,4,32,0,Norwood,37.240002
12096,2022,1,1,4,32,32,Norwood,38.150002
12097,2022,1,1,4,32,64,Norwood,37.349998
12098,2022,1,1,4,48,0,Norwood,36.799999
12099,2022,1,1,4,48,32,Norwood,37.57
12100,2022,1,1,4,48,64,Norwood,36.799999
12101,2022,1,1,4,64,0,Norwood,35.389999
12102,2022,1,1,4,64,32,Norwood,37.080002
12103,2022,1,1,4,64,64,Norwood,35.080002
12104,2022,1,1,8,0,0,Norwood,33.400002
12105,2022,1,1,8,0,32,Norwood,33.990002
12106,2022,1,1,8,0,64,Norwood,33.040001
12107,2022,1,1,8,16,0,Norwood,34.02
12108,2022,1,1,8,16,32,Norwood,33.279999
12109,2022,1,1,8,16,64,Norwood,34.93
12110,2022,1,1,8,32,0,Norwood,34.330002
12111,2022,1,1,8,32,32,Norwood,34.220001
12112,2022,1,1,8,32,64,Norwood,33.169998
12113,2022,1,1,8,48,0,Norwood,35
12114,2022,1,1,8,48,32,Norwood,36.330002
12115,2022,1,1,8,48,64,Norwood,35.970001
12116,2022,1,1,8,64,0,Norwood,35.349998
12117,2022,1,1,8,64,32,Norwood,34.169998
12118,2022,1,1,8,64,64,Norwood,33.860001
12119,2022,1,1,12,0,0,Norwood,34.369999
12120,2022,1,1,12,0,32,Norwood,32.799999
12121,2022,1,1,12,0,64,Norwood,31.84
12122,2022,1,1,12,16,0,Norwood,32.66
12123,2022,1,1,12,16,32,Norwood,31.309999
12124,2022,1,1,12,16,64,Norwood,31.700001
12125,2022,1,1,12,32,0,Norwood,32.529999
12126,2022,1,1,12,32,32,Norwood,31.129999
12127,2022,1,1,12,32,64,Norwood,31.57
12128,2022,1,1,12,48,0,Norwood,31.24
12129,2022,1,1,12,48,32,Norwood,29.82
12130,2022,1,1,12,48,64,Norwood,28.459999
12131,2022,1,1,12,64,0,Norwood,27.35
12132,2022,1,1,12,64,32,Norwood,28.190001
12133,2022,1,1,12,64,64,Norwood,29.02
12134,2022,1,1,16,0,0,Norwood,27.700001
12135,2022,1,1,16,0,32,Norwood,25.700001
12136,2022,1,1,16,0,64,Norwood,25.860001
12137,2022,1,1,16,16,0,Norwood,25.219999
12138,2022,1,1,16,16,32,Norwood,25.15
12139,2022,1,1,16,16,64,Norwood,23.280001
12140,2022,1,1,16,32,0,Norwood,24.99
12141,2022,1,1,16,32,32,Norwood,24.77
12142,2022,1,1,16,32,64,Norwood,25.35
12143,2022,1,1,16,48,0,Norwood,25.440001
12144,2022,1,1,16,48,32,Norwood,24.24
12145,2022,1,1,16,48,64,Norwood,24.4
12146,2022,1,1,16,64,0,Norwood,23.620001
12147,2022,1,1,16,64,32,Norwood,23.110001
12148,2022,1,1,16,64,64,Norwood,23.91
12149,2022,1,1,20,0,0,Norwood,23.51
12150,2022,1,1,20,0,32,Norwood,25.5
12151,2022,1,1,20,0,64,Norwood,26.530001
12152,2022,1,1,20,16,0,Norwood,26.1
12153,2022,1,1,20,16,32,Norwood,26.219999
12154,2022,1,1,20,16,64,Norwood,25.110001
12155,2022,1,1,20,32,0,Norwood,26.459999
12156,2022,1,1,20,32,32,Norwood,25.91
12157,2022,1,1,20,32,64,Norwood,25.040001
12158,2022,1,1,20,48,0,Norwood,24.879999
12159,2022,1,1,20,48,32,Norwood,24.389999
12160,2022,1,1,20,48,64,Norwood,24.1
12161,2022,1,1,20,64,0,Norwood,25.9
12162,2022,1,1,20,64,32,Norwood,27.9
12163,2022,1,1,20,64,64,Norwood,28.5
12164,2022,1,1,24,0,0,Norwood,28.91
12165,2022,1,1,24,0,32,Norwood,28.42
12166,2022,1,1,24,0,64,Norwood,29.82
12167,2022,1,1,24,16,0,Norwood,29.860001
12168,2022,1,1,24,16,32,Norwood,31.17
12169,2022,1,1,24,16,64,Norwood,32.279999
12170,2022,1,1,24,32,0,Norwood,32.389999
12171,2022,1,1,24,32,32,Norwood,33.82
12172,2022,1,1,24,32,64,Norwood,32.369999
12173,2022,1,1,24,48,0,Norwood,31.370001
12174,2022,1,1,24,48,32,Norwood,29.5
12175,2022,1,1,24,48,64,Norwood,29.6
12176,2022,1,1,24,64,0,Norwood,31.48
12177,2022,1,1,24,64,32,Norwood,29.6
12178,2022,1,1,24,64,64,Norwood,29.549999
12179,2022,1,11,0,0,0,Norwood,28.33
12180,2022,1,11,0,0,32,Norwood,26.969999
12181,2022,1,11,0,0,64,Norwood,26.91
12182,2022,1,11,0,16,0,Norwood,27.620001
12183,2022,1,11,0,16,32,Norwood,27.4
12184,2022,1,11,0,16,64,Norwood,28
12185,2022,1,11,0,32,0,Norwood,27.75
12186,2022,1,11,0,32,32,Norwood,27.99
12187,2022,1,11,0,32,64,Norwood,26.08
12188,2022,1,11,0,48,0,Norwood,26.059999
12189,2022,1,11,0,48,32,Norwood,26.309999
12190,2022,1,11,0,48,64,Norwood,26.35
12191,2022,1,11,0,64,0,Norwood,24.99
12192,2022,1,11,0,64,32,Norwood,25.15
12193,2022,1,11,0,64,64,Norwood,26.82
12194,2022,1,11,4,0,0,Norwood,25.040001
12195,2022,1,11,4,0,32,Norwood,25.73
12196,2022,1,11,4,0,64,Norwood,27.700001
12197,2022,1,11,4,16,0,Norwood,29.059999
12198,2022,1,11,4,16,32,Norwood,30.91
12199,2022,1,11,4,16,64,Norwood,31.35
12200,2022,1,11,4,32,0,Norwood,30.57
12201,2022,1,11,4,32,32,Norwood,32.389999
12202,2022,1,11,4,32,64,Norwood,31.280001
12203,2022,1,11,4,48,0,Norwood,29.309999
12204,2022,1,11,4,48,32,Norwood,28.639999
12205,2022,1,11,4,48,64,Norwood,30.459999
12206,2022,1,11,4,64,0,Norwood,30.219999
12207,2022,1,11,4,64,32,Norwood,30.389999
12208,2022,1,11,4,64,64,Norwood,29.700001
12209,2022,1,11,8,0,0,Norwood,29.309999
12210,2022,1,11,8,0,32,Norwood,29.709999
12211,2022,1,11,8,0,64,Norwood,30.77
12212,2022,1,11,8,16,0,Norwood,28.790001
12213,2022,1,11,8,16,32,Norwood,30.57
12214,2022,1,11,8,16,64,Norwood,32.099998
12215,2022,1,11,8,32,0,Norwood,31.93
12216,2022,1,11,8,32,32,Norwood,33.259998
12217,2022,1,11,8,32,64,Norwood,31.370001
12218,2022,1,11,8,48,0,Norwood,30.59
12219,2022,1,11,8,48,32,Norwood,32.59
12220,2022,1,11,8,48,64,Norwood,31.35
12221,2022,1,11,8,64,0,Norwood,32.200001
12222,2022,1,11,8,64,32,Norwood,33.150002
12223,2022,1,11,8,64,64,Norwood,34.040001
12224,2022,1,11,12,0,0,Norwood,35.48
12225,2022,1,11,12,0,32,Norwood,36.369999
12226,2022,1,11,12,0,64,Norwood,37.459999
12227,2022,1,11,12,16,0,Norwood,36.91
12228,2022,1,11,12,16,32,Norwood,37.68
12229,2022,1,11,12,16,64,Norwood,37.790001
12230,2022,1,11,12,32,0,Norwood,38.459999
12231,2022,1,11,12,32,32,Norwood,39.700001
12232,2022,1,11,12,32,64,Norwood,37.790001
12233,2022,1,11,12,48,0,Norwood,37.369999
12234,2022,1,11,12,48,32,Norwood,36.91
12235,2022,1,11,12,48,64,Norwood,36.200001
12236,2022,1,11,12,64,0,Norwood,36.700001
12237,2022,1,11,12,64,32,Norwood,36.349998
12238,2022,1,11,12,64,64,Norwood,35.259998
12239,2022,1,11,16,0,0,Norwood,33.73
12240,2022,1,11,16,0,32,Norwood,34.279999
12241,2022,1,11,16,0,64,Norwood,33.459999
12242,2022,1,11,16,16,0,Norwood,33.799999
12243,2022,1,11,16,16,32,Norwood,34.349998
12244,2022,1,11,16,16,64,Norwood,32.619999
12245,2022,1,11,16,32,0,Norwood,31.6
12246,2022,1,11,16,32,32,Norwood,31.35
12247,2022,1,11,16,32,64,Norwood,31.700001
12248,2022,1,11,16,48,0,Norwood,31.26
12249,2022,1,11,16,48,32,Norwood,29.620001
12250,2022,1,11,16,48,64,Norwood,29.190001
12251,2022,1,11,16,64,0,Norwood,27.33
12252,2022,1,11,16,64,32,Norwood,27.709999
12253,2022,1,11,16,64,64,Norwood,26.75
12254,2022,1,11,20,0,0,Norwood,25.530001
12255,2022,1,11,20,0,32,Norwood,26.77
12256,2022,1,11,20,0,64,Norwood,26.66
12257,2022,1,11,20,16,0,Norwood,27.620001
12258,2022,1,11,20,16,32,Norwood,27.59
12259,2022,1,11,20,16,64,Norwood,25.6
12260,2022,1,11,20,32,0,Norwood,26.91
12261,2022,1,11,20,32,32,Norwood,26.35
12262,2022,1,11,20,32,64,Norwood,24.57
12263,2022,1,11,20,48,0,Norwood,23.33
12264,2022,1,11,20,48,32,Norwood,24.84
12265,2022,1,11,20,48,64,Norwood,23.02
12266,2022,1,11,20,64,0,Norwood,23.17
12267,2022,1,11,20,64,32,Norwood,24.309999
12268,2022,1,11,20,64,64,Norwood,24.6
12269,2022,1,11,24,0,0,Norwood,23.24
12270,2022,1,11,24,0,32,Norwood,24.389999
12271,2022,1,11,24,0,64,Norwood,25.059999
12272,2022,1,11,24,16,0,Norwood,25.99
12273,2022,1,11,24,16,32,Norwood,27.73
12274,2022,1,11,24,16,64,Norwood,26.040001
12275,2022,1,11,24,32,0,Norwood,27.66
12276,2022,1,11,24,32,32,Norwood,26.1
12277,2022,1,11,24,32,64,Norwood,27.440001
12278,2022,1,11,24,48,0,Norwood,25.950001
12279,2022,1,11,24,48,32,Norwood,27.370001
12280,2022,1,11,24,48,64,Norwood,25.799999
12281,2022,1,11,24,64,0,Norwood,23.799999
12282,2022,1,11,24,64,32,Norwood,25.48
12283,2022,1,11,24,64,64,Norwood,24.77
12284,2022,1,21,0,0,0,Norwood,23.459999
12285,2022,1,21,0,0,32,Norwood,24.51
12286,2022,1,21,0,0,64,Norwood,23.370001
12287,2022,1,21,0,16,0,Norwood,23.66
12288,2022,1,21,0,16,32,Norwood,23.639999
12289,2022,1,21,0,16,64,Norwood,22.969999
12290,2022,1,21,0,32,0,Norwood,21.91
12291,2022,1,21,0,32,32,Norwood,21.93
12292,2022,1,21,0,32,64,Norwood,23.68
12293,2022,1,21,0,48,0,Norwood,25.26
12294,2022,1,21,0,48,32,Norwood,23.799999
12295,2022,1,21,0,48,64,Norwood,22.84
12296,2022,1,21,0,64,0,Norwood,24.42
12297,2022,1,21,0,64,32,Norwood,22.77
12298,2022,1,21,0,64,64,Norwood,24.700001
12299,2022,1,21,4,0,0,Norwood,23.799999
12300,2022,1,21,4,0,32,Norwood,23.969999
12301,2022,1,21,4,0,64,Norwood,25.309999
12302,2022,1,21,4,16,0,Norwood,24.1
12303,2022,1,21,4,16,32,Norwood,22.549999
12304,2022,1,21,4,16,64,Norwood,21.5
12305,2022,1,21,4,32,0,Norwood,20.4
12306,2022,1,21,4,32,32,Norwood,18.99
12307,2022,1,21,4,32,64,Norwood,18.969999
12308,2022,1,21,4,48,0,Norwood,20.709999
12309,2022,1,21,4,48,32,Norwood,20.15
12310,2022,1,21,4,48,64,Norwood,19.91
12311,2022,1,21,4,64,0,Norwood,19.91
12312,2022,1,21,4,64,32,Norwood,18.440001
12313,2022,1,21,4,64,64,Norwood,16.93
12314,2022,1,21,8,0,0,Norwood,18.5
12315,2022,1,21,8,0,32,Norwood,18.26
12316,2022,1,21,8,0,64,Norwood,20.15
12317,2022,1,21,8,16,0,Norwood,20.440001
12318,2022,1,21,8,16,32,Norwood,22.299999
12319,2022,1,21,8,16,64,Norwood,21.950001
12320,2022,1,21,8,32,0,Norwood,20.66
12321,2022,1,21,8,32,32,Norwood,20.389999
12322,2022,1,21,8,32,64,Norwood,18.530001
12323,2022,1,21,8,48,0,Norwood,20
12324,2022,1,21,8,48,32,Norwood,19.459999
12325,2022,1,21,8,48,64,Norwood,18.4
12326,2022,1,21,8,64,0,Norwood,19.66
12327,2022,1,21,8,64,32,Norwood,20.75
12328,2022,1,21,8,64,64,Norwood,19.35
12329,2022,1,21,12,0,0,Norwood,18.08
12330,2022,1,21,12,0,32,Norwood,18.280001
12331,2022,1,21,12,0,64,Norwood,19.370001
12332,2022,1,21,12,16,0,Norwood,18.549999
12333,2022,1,21,12,16,32,Norwood,20.309999
12334,2022,1,21,12,16,64,Norwood,19.15
12335,2022,1,21,12,32,0,Norwood,17.48
12336,2022,1,21,12,32,32,Norwood,16.440001
12337,2022,1,21,12,32,64,Norwood,17.51
12338,2022,1,21,12,48,0,Norwood,19.08
12339,2022,1,21,12,48,32,Norwood,18.389999
12340,2022,1,21,12,48,64,Norwood,16.530001
12341,2022,1,21,12,64,0,Norwood,15.5
12342,2022,1,21,12,64,32,Norwood,16.799999
12343,2022,1,21,12,64,64,Norwood,17.35
12344,2022,1,21,16,0,0,Norwood,18.110001
12345,2022,1,21,16,0,32,Norwood,17.799999
12346,2022,1,21,16,0,64,Norwood,18.110001
12347,2022,1,21,16,16,0,Norwood,17.110001
12348,2022,1,21,16,16,32,Norwood,17.059999
12349,2022,1,21,16,16,64,Norwood,16.02
12350,2022,1,21,16,32,0,Norwood,15.33
12351,2022,1,21,16,32,32,Norwood,16.42
12352,2022,1,21,16,32,64,Norwood,15.22
12353,2022,1,21,16,48,0,Norwood,15.64
12354,2022,1,21,16,48,32,Norwood,15.26
12355,2022,1,21,16,48,64,Norwood,15.13
12356,2022,1,21,16,64,0,Norwood,16.389999
12357,2022,1,21,16,64,32,Norwood,16.6
12358,2022,1,21,16,64,64,Norwood,15.86
12359,2022,1,21,20,0,0,Norwood,14.84
12360,2022,1,21,20,0,32,Norwood,15.64
12361,2022,1,21,20,0,64,Norwood,14.19
12362,2022,1,21,20,16,0,Norwood,14.53
12363,2022,1,21,20,16,32,Norwood,14.08
12364,2022,1,21,20,16,64,Norwood,14.35
12365,2022,1,21,20,32,0,Norwood,12.55
12366,2022,1,21,20,32,32,Norwood,10.86
12367,2022,1,21,20,32,64,Norwood,12.13
12368,2022,1,21,20,48,0,Norwood,12.02
12369,2022,1,21,20,48,32,Norwood,11.59
12370,2022,1,21,20,48,64,Norwood,11.46
12371,2022,1,21,20,64,0,Norwood,10.04
12372,2022,1,21,20,64,32,Norwood,10.53
12373,2022,1,21,20,64,64,Norwood,11.26
12374,2022,1,21,24,0,0,Norwood,11.02
12375,2022,1,21,24,0,32,Norwood,10.86
12376,2022,1,21,24,0,64,Norwood,10.91
12377,2022,1,21,24,16,0,Norwood,12.08
12378,2022,1,21,24,16,32,Norwood,13.77
12379,2022,1,21,24,16,64,Norwood,11.8
12380,2022,1,21,24,32,0,Norwood,11.19
12381,2022,1,21,24,32,32,Norwood,10.51
12382,2022,1,21,24,32,64,Norwood,11.5
12383,2022,1,21,24,48,0,Norwood,11.2
12384,2022,1,21,24,48,32,Norwood,11.02
12385,2022,1,21,24,48,64,Norwood,9.06
12386,2022,1,21,24,64,0,Norwood,8.11
