ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,PRECIPITATION
1564,2019,8,26,0,30,20,Norwood,10.15
1565,2019,8,26,0,30,40,Norwood,11.66
1566,2019,8,26,0,30,60,Norwood,9.79
1567,2019,8,26,0,60,0,Norwood,10.46
1568,2019,8,26,0,60,20,Norwood,10.75
1569,2019,8,26,0,60,40,Norwood,12.55
1570,2019,8,26,0,60,60,Norwood,14.51
1571,2019,8,26,2,0,0,Norwood,14.24
1572,2019,8,26,2,0,20,Norwood,13.39
1573,2019,8,26,2,0,40,Norwood,13.2
1574,2019,8,26,2,0,60,Norwood,13.77
1575,2019,8,26,2,30,0,Norwood,15.15
1576,2019,8,26,2,30,20,Norwood,15.99
1577,2019,8,26,2,30,40,Norwood,14.77
1578,2019,8,26,2,30,60,Norwood,15.3
1579,2019,8,26,2,60,0,Norwood,13.88
1580,2019,8,26,2,60,20,Norwood,13.33
1581,2019,8,26,2,60,40,Norwood,11.7
1582,2019,8,26,2,60,60,Norwood,12.42
1583,2019,8,26,4,0,0,Norwood,12.35
1584,2019,8,26,4,0,20,Norwood,12.62
1585,2019,8,26,4,0,40,Norwood,14.48
1586,2019,8,26,4,0,60,Norwood,13.13
1587,2019,8,26,4,30,0,Norwood,12.79
1588,2019,8,26,4,30,20,Norwood,14.37
1589,2019,8,26,4,30,40,Norwood,14.28
1590,2019,8,26,4,30,60,Norwood,15.7
1591,2019,8,26,4,60,0,Norwood,17.51
1592,2019,8,26,4,60,20,Norwood,18.299999
1593,2019,8,26,4,60,40,Norwood,16.950001
1594,2019,8,26,4,60,60,Norwood,17.790001
1595,2019,8,26,6,0,0,Norwood,16.42
1596,2019,8,26,6,0,20,Norwood,15.33
1597,2019,8,26,6,0,40,Norwood,14.99
1598,2019,8,26,6,0,60,Norwood,13.51
1599,2019,8,26,6,30,0,Norwood,13.99
1600,2019,8,26,6,30,20,Norwood,14.86
1601,2019,8,26,6,30,40,Norwood,16.129999
1602,2019,8,26,6,30,60,Norwood,16.389999
1603,2019,8,26,6,60,0,Norwood,16.549999
1604,2019,8,26,6,60,20,Norwood,16.68
1605,2019,8,26,6,60,40,Norwood,16.08
1606,2019,8,26,6,60,60,Norwood,16.299999
1607,2019,8,26,8,0,0,Norwood,14.97
1608,2019,8,26,8,0,20,Norwood,13.84
1609,2019,8,26,8,0,40,Norwood,13.26
1610,2019,8,26,8,0,60,Norwood,12.66
1611,2019,8,26,8,30,0,Norwood,10.71
1612,2019,8,26,8,30,20,Norwood,10.44
1613,2019,8,26,8,30,40,Norwood,9.33
1614,2019,8,26,8,30,60,Norwood,11.04
1615,2019,8,26,8,60,0,Norwood,12.82
1616,2019,8,26,8,60,20,Norwood,12.33
1617,2019,8,26,8,60,40,Norwood,11.82
1618,2019,8,26,8,60,60,Norwood,11.71
1619,2019,8,26,10,0,0,Norwood,12.9
1620,2019,8,26,10,0,20,Norwood,11.02
1621,2019,8,26,10,0,40,Norwood,13
1622,2019,8,26,10,0,60,Norwood,13.6
1623,2019,8,26,10,30,0,Norwood,13.42
1624,2019,8,26,10,30,20,Norwood,11.55
1625,2019,8,26,10,30,40,Norwood,11.77
1626,2019,8,26,10,30,60,Norwood,12.59
1627,2019,8,26,10,60,0,Norwood,13.31
1628,2019,8,26,10,60,20,Norwood,13.08
1629,2019,8,26,10,60,40,Norwood,13.17
1630,2019,8,26,10,60,60,Norwood,14.2
1631,2019,8,26,12,0,0,Norwood,14.77
1632,2019,8,26,12,0,20,Norwood,15.3
1633,2019,8,26,12,0,40,Norwood,15.7
1634,2019,8,26,12,0,60,Norwood,15.73
1635,2019,8,26,12,30,0,Norwood,16.75
1636,2019,8,26,12,30,20,Norwood,17.110001
1637,2019,8,26,12,30,40,Norwood,18.309999
1638,2019,8,26,12,30,60,Norwood,19.17
1639,2019,8,26,12,60,0,Norwood,19.08
1640,2019,8,26,12,60,20,Norwood,17.459999
1641,2019,8,26,12,60,40,Norwood,19.08
1642,2019,8,26,12,60,60,Norwood,18.440001
1643,2019,8,26,14,0,0,Norwood,18.1
1644,2019,8,26,14,0,20,Norwood,16.969999
1645,2019,8,26,14,0,40,Norwood,17.57
1646,2019,8,26,14,0,60,Norwood,18.639999
1647,2019,8,26,14,30,0,Norwood,19.35
1648,2019,8,26,14,30,20,Norwood,20.879999
1649,2019,8,26,14,30,40,Norwood,22.42
1650,2019,8,26,14,30,60,Norwood,21.84
1651,2019,8,26,14,60,0,Norwood,20.459999
1652,2019,8,26,14,60,20,Norwood,22.309999
1653,2019,8,26,14,60,40,Norwood,24.129999
1654,2019,8,26,14,60,60,Norwood,24.309999
1655,2019,8,26,16,0,0,Norwood,25.5
1656,2019,8,26,16,0,20,Norwood,24.040001
1657,2019,8,26,16,0,40,Norwood,24.549999
1658,2019,8,26,16,0,60,Norwood,26.129999
1659,2019,8,26,16,30,0,Norwood,24.91
1660,2019,8,26,16,30,20,Norwood,26.219999
1661,2019,8,26,16,30,40,Norwood,25
1662,2019,8,26,16,30,60,Norwood,23.73
1663,2019,8,26,16,60,0,Norwood,22.08
1664,2019,8,26,16,60,20,Norwood,20.299999
1665,2019,8,26,16,60,40,Norwood,18.790001
1666,2019,8,26,16,60,60,Norwood,19
1667,2019,8,26,18,0,0,Norwood,18.700001
1668,2019,8,26,18,0,20,Norwood,16.82
1669,2019,8,26,18,0,40,Norwood,17.299999
1670,2019,8,26,18,0,60,Norwood,19.200001
1671,2019,8,26,18,30,0,Norwood,18.549999
1672,2019,8,26,18,30,20,Norwood,17.4
1673,2019,8,26,18,30,40,Norwood,16.790001
1674,2019,8,26,18,30,60,Norwood,14.95
1675,2019,8,26,18,60,0,Norwood,13.42
1676,2019,8,26,18,60,20,Norwood,12.53
1677,2019,8,26,18,60,40,Norwood,12.62
1678,2019,8,26,18,60,60,Norwood,11.1
1679,2019,8,26,20,0,0,Norwood,11.3
1680,2019,8,26,20,0,20,Norwood,11.95
1681,2019,8,26,20,0,40,Norwood,12.73
1682,2019,8,26,20,0,60,Norwood,12.28
1683,2019,8,26,20,30,0,Norwood,11.46
1684,2019,8,26,20,30,20,Norwood,12.08
1685,2019,8,26,20,30,40,Norwood,13.22
1686,2019,8,26,20,30,60,Norwood,13.1
1687,2019,8,26,20,60,0,Norwood,11.31
1688,2019,8,26,20,60,20,Norwood,10.1
1689,2019,8,26,20,60,40,Norwood,9.91
1690,2019,8,26,20,60,60,Norwood,11.68
1691,2019,8,26,22,0,0,Norwood,10.08
1692,2019,8,26,22,0,20,Norwood,10.08
1693,2019,8,26,22,0,40,Norwood,9.24
1694,2019,8,26,22,0,60,Norwood,10.11
1695,2019,8,26,22,30,0,Norwood,12.06
1696,2019,8,26,22,30,20,Norwood,10.59
1697,2019,8,26,22,30,40,Norwood,9.68
1698,2019,8,26,22,30,60,Norwood,10.15
1699,2019,8,26,22,60,0,Norwood,9.7
1700,2019,8,26,22,60,20,Norwood,9.15
1701,2019,8,26,22,60,40,Norwood,9.33
1702,2019,8,26,22,60,60,Norwood,8.62
1703,2019,8,26,24,0,0,Norwood,9.19
1704,2019,8,26,24,0,20,Norwood,11.06
1705,2019,8,26,24,0,40,Norwood,10.66
1706,2019,8,26,24,0,60,Norwood,9.86
1707,2019,8,26,24,30,0,Norwood,11.26
1708,2019,8,26,24,30,20,Norwood,11.77
1709,2019,8,26,24,30,40,Norwood,11.99
1710,2019,8,26,24,30,60,Norwood,11.31
1711,2019,8,26,24,60,0,Norwood,12.55
1712,2019,8,26,24,60,20,Norwood,12.77
1713,2019,8,26,24,60,40,Norwood,10.88
1714,2019,8,26,24,60,60,Norwood,10.44
1715,2019,8,27,0,0,0,Norwood,11.08
1716,2019,8,27,0,0,20,Norwood,11.42
1717,2019,8,27,0,0,40,Norwood,11.46
1718,2019,8,27,0,0,60,Norwood,12.4
1719,2019,8,27,0,30,0,Norwood,13.57
1720,2019,8,27,0,30,20,Norwood,13
1721,2019,8,27,0,30,40,Norwood,13.15
1722,2019,8,27,0,30,60,Norwood,11.79
1723,2019,8,27,0,60,0,Norwood,12.71
1724,2019,8,27,0,60,20,Norwood,14.1
1725,2019,8,27,0,60,40,Norwood,13.39
1726,2019,8,27,0,60,60,Norwood,14.3
1727,2019,8,27,2,0,0,Norwood,15.26
1728,2019,8,27,2,0,20,Norwood,14.24
1729,2019,8,27,2,0,40,Norwood,13.22
1730,2019,8,27,2,0,60,Norwood,11.62
1731,2019,8,27,2,30,0,Norwood,10.46
1732,2019,8,27,2,30,20,Norwood,10.51
1733,2019,8,27,2,30,40,Norwood,9.7
1734,2019,8,27,2,30,60,Norwood,8.44
1735,2019,8,27,2,60,0,Norwood,8.77
1736,2019,8,27,2,60,20,Norwood,9.33
1737,2019,8,27,2,60,40,Norwood,9.8
1738,2019,8,27,2,60,60,Norwood,10
1739,2019,8,27,4,0,0,Norwood,10.37
1740,2019,8,27,4,0,20,Norwood,9.79
1741,2019,8,27,4,0,40,Norwood,9.11
1742,2019,8,27,4,0,60,Norwood,8.44
1743,2019,8,27,4,30,0,Norwood,10.4
1744,2019,8,27,4,30,20,Norwood,10.77
1745,2019,8,27,4,30,40,Norwood,11.57
1746,2019,8,27,4,30,60,Norwood,13.3
1747,2019,8,27,4,60,0,Norwood,12.4
1748,2019,8,27,4,60,20,Norwood,14.02
1749,2019,8,27,4,60,40,Norwood,12.11
1750,2019,8,27,4,60,60,Norwood,10.42
1751,2019,8,27,6,0,0,Norwood,12.11
1752,2019,8,27,6,0,20,Norwood,10.37
1753,2019,8,27,6,0,40,Norwood,11.11
1754,2019,8,27,6,0,60,Norwood,10.84
1755,2019,8,27,6,30,0,Norwood,9.42
1756,2019,8,27,6,30,20,Norwood,9.37
1757,2019,8,27,6,30,40,Norwood,9.97
1758,2019,8,27,6,30,60,Norwood,11.2
1759,2019,8,27,6,60,0,Norwood,12.35
1760,2019,8,27,6,60,20,Norwood,10.88
1761,2019,8,27,6,60,40,Norwood,9.04
1762,2019,8,27,6,60,60,Norwood,8.73
1763,2019,8,27,8,0,0,Norwood,9.75
1764,2019,8,27,8,0,20,Norwood,10.2
1765,2019,8,27,8,0,40,Norwood,11.88
1766,2019,8,27,8,0,60,Norwood,13.57
1767,2019,8,27,8,30,0,Norwood,15.35
1768,2019,8,27,8,30,20,Norwood,13.44
1769,2019,8,27,8,30,40,Norwood,15.1
1770,2019,8,27,8,30,60,Norwood,14.33
1771,2019,8,27,8,60,0,Norwood,14.7
1772,2019,8,27,8,60,20,Norwood,15.35
1773,2019,8,27,8,60,40,Norwood,15.28
1774,2019,8,27,8,60,60,Norwood,16.459999
1775,2019,8,27,10,0,0,Norwood,14.5
1776,2019,8,27,10,0,20,Norwood,13.19
1777,2019,8,27,10,0,40,Norwood,13.15
1778,2019,8,27,10,0,60,Norwood,13.7
1779,2019,8,27,10,30,0,Norwood,14.44
1780,2019,8,27,10,30,20,Norwood,15.13
1781,2019,8,27,10,30,40,Norwood,15.8
1782,2019,8,27,10,30,60,Norwood,16.280001
1783,2019,8,27,10,60,0,Norwood,17.84
1784,2019,8,27,10,60,20,Norwood,17.59
1785,2019,8,27,10,60,40,Norwood,16.15
1786,2019,8,27,10,60,60,Norwood,15.1
1787,2019,8,27,12,0,0,Norwood,13.48
1788,2019,8,27,12,0,20,Norwood,13.28
1789,2019,8,27,12,0,40,Norwood,12
1790,2019,8,27,12,0,60,Norwood,11.59
1791,2019,8,27,12,30,0,Norwood,11.84
1792,2019,8,27,12,30,20,Norwood,13.33
1793,2019,8,27,12,30,40,Norwood,13.91
1794,2019,8,27,12,30,60,Norwood,15.39
1795,2019,8,27,12,60,0,Norwood,14.51
1796,2019,8,27,12,60,20,Norwood,16.26
1797,2019,8,27,12,60,40,Norwood,17.530001
1798,2019,8,27,12,60,60,Norwood,17.530001
1799,2019,8,27,14,0,0,Norwood,18.389999
1800,2019,8,27,14,0,20,Norwood,17.91
1801,2019,8,27,14,0,40,Norwood,18.84
1802,2019,8,27,14,0,60,Norwood,19.280001
1803,2019,8,27,14,30,0,Norwood,17.309999
1804,2019,8,27,14,30,20,Norwood,18.1
1805,2019,8,27,14,30,40,Norwood,20.08
1806,2019,8,27,14,30,60,Norwood,20.15
1807,2019,8,27,14,60,0,Norwood,21.48
1808,2019,8,27,14,60,20,Norwood,19.530001
1809,2019,8,27,14,60,40,Norwood,21.280001
1810,2019,8,27,14,60,60,Norwood,20.440001
1811,2019,8,27,16,0,0,Norwood,19.309999
1812,2019,8,27,16,0,20,Norwood,17.93
1813,2019,8,27,16,0,40,Norwood,16.549999
1814,2019,8,27,16,0,60,Norwood,18.42
1815,2019,8,27,16,30,0,Norwood,20.26
1816,2019,8,27,16,30,20,Norwood,21.93
1817,2019,8,27,16,30,40,Norwood,21.129999
1818,2019,8,27,16,30,60,Norwood,23
1819,2019,8,27,16,60,0,Norwood,23.48
1820,2019,8,27,16,60,20,Norwood,22.190001
1821,2019,8,27,16,60,40,Norwood,22.08
1822,2019,8,27,16,60,60,Norwood,22.99
1823,2019,8,27,18,0,0,Norwood,21.08
1824,2019,8,27,18,0,20,Norwood,22.389999
1825,2019,8,27,18,0,40,Norwood,21.709999
1826,2019,8,27,18,0,60,Norwood,23.700001
1827,2019,8,27,18,30,0,Norwood,23.790001
1828,2019,8,27,18,30,20,Norwood,23.59
1829,2019,8,27,18,30,40,Norwood,23
1830,2019,8,27,18,30,60,Norwood,21.879999
1831,2019,8,27,18,60,0,Norwood,23.110001
1832,2019,8,27,18,60,20,Norwood,24
1833,2019,8,27,18,60,40,Norwood,22.700001
1834,2019,8,27,18,60,60,Norwood,22.059999
1835,2019,8,27,20,0,0,Norwood,22.190001
1836,2019,8,27,20,0,20,Norwood,23.459999
1837,2019,8,27,20,0,40,Norwood,22.17
1838,2019,8,27,20,0,60,Norwood,23.17
1839,2019,8,27,20,30,0,Norwood,22.77
1840,2019,8,27,20,30,20,Norwood,23.059999
1841,2019,8,27,20,30,40,Norwood,24.370001
1842,2019,8,27,20,30,60,Norwood,24.4
1843,2019,8,27,20,60,0,Norwood,25.280001
1844,2019,8,27,20,60,20,Norwood,26.200001
1845,2019,8,27,20,60,40,Norwood,25.370001
1846,2019,8,27,20,60,60,Norwood,24.700001
1847,2019,8,27,22,0,0,Norwood,24.66
1848,2019,8,27,22,0,20,Norwood,23.33
1849,2019,8,27,22,0,40,Norwood,21.84
1850,2019,8,27,22,0,60,Norwood,23.389999
1851,2019,8,27,22,30,0,Norwood,22.6
1852,2019,8,27,22,30,20,Norwood,24.42
1853,2019,8,27,22,30,40,Norwood,23.860001
1854,2019,8,27,22,30,60,Norwood,25.110001
1855,2019,8,27,22,60,0,Norwood,24.549999
1856,2019,8,27,22,60,20,Norwood,25.26
1857,2019,8,27,22,60,40,Norwood,23.73
1858,2019,8,27,22,60,60,Norwood,23.459999
1859,2019,8,27,24,0,0,Norwood,24.299999
1860,2019,8,27,24,0,20,Norwood,25.549999
1861,2019,8,27,24,0,40,Norwood,24.33
1862,2019,8,27,24,0,60,Norwood,24.66
1863,2019,8,27,24,30,0,Norwood,24.02
1864,2019,8,27,24,30,20,Norwood,24.84
1865,2019,8,27,24,30,40,Norwood,23.33
1866,2019,8,27,24,30,60,Norwood,22.77
1867,2019,8,27,24,60,0,Norwood,24.639999
1868,2019,8,27,24,60,20,Norwood,24.280001
1869,2019,8,27,24,60,40,Norwood,25.17
1870,2019,8,27,24,60,60,Norwood,24.59
1871,2019,8,28,0,0,0,Norwood,22.77
1872,2019,8,28,0,0,20,Norwood,24.309999
1873,2019,8,28,0,0,40,Norwood,26.299999
1874,2019,8,28,0,0,60,Norwood,25.1
1875,2019,8,28,0,30,0,Norwood,25.4
1876,2019,8,28,0,30,20,Norwood,25
1877,2019,8,28,0,30,40,Norwood,23.48
1878,2019,8,28,0,30,60,Norwood,23.280001
1879,2019,8,28,0,60,0,Norwood,24.190001
1880,2019,8,28,0,60,20,Norwood,26
1881,2019,8,28,0,60,40,Norwood,24.370001
1882,2019,8,28,0,60,60,Norwood,26
1883,2019,8,28,2,0,0,Norwood,27.08
1884,2019,8,28,2,0,20,Norwood,28.5
1885,2019,8,28,2,0,40,Norwood,26.77
1886,2019,8,28,2,0,60,Norwood,27.57
1887,2019,8,28,2,30,0,Norwood,26.02
1888,2019,8,28,2,30,20,Norwood,27.280001
1889,2019,8,28,2,30,40,Norwood,25.879999
1890,2019,8,28,2,30,60,Norwood,27.110001
1891,2019,8,28,2,60,0,Norwood,28.15
1892,2019,8,28,2,60,20,Norwood,29.6
1893,2019,8,28,2,60,40,Norwood,31.35
1894,2019,8,28,2,60,60,Norwood,30.190001
1895,2019,8,28,4,0,0,Norwood,29.57
1896,2019,8,28,4,0,20,Norwood,31.48
1897,2019,8,28,4,0,40,Norwood,31.51
1898,2019,8,28,4,0,60,Norwood,30.99
1899,2019,8,28,4,30,0,Norwood,31.309999
1900,2019,8,28,4,30,20,Norwood,29.91
1901,2019,8,28,4,30,40,Norwood,29.08
1902,2019,8,28,4,30,60,Norwood,29.040001
1903,2019,8,28,4,60,0,Norwood,27.190001
1904,2019,8,28,4,60,20,Norwood,25.549999
1905,2019,8,28,4,60,40,Norwood,25.66
1906,2019,8,28,4,60,60,Norwood,25.66
1907,2019,8,28,6,0,0,Norwood,24.309999
1908,2019,8,28,6,0,20,Norwood,26.15
1909,2019,8,28,6,0,40,Norwood,24.370001
1910,2019,8,28,6,0,60,Norwood,23.219999
1911,2019,8,28,6,30,0,Norwood,24.309999
1912,2019,8,28,6,30,20,Norwood,22.860001
1913,2019,8,28,6,30,40,Norwood,21.9
1914,2019,8,28,6,30,60,Norwood,22.35
1915,2019,8,28,6,60,0,Norwood,20.51
1916,2019,8,28,6,60,20,Norwood,22.48
1917,2019,8,28,6,60,40,Norwood,22.969999
1918,2019,8,28,6,60,60,Norwood,23.59
1919,2019,8,28,8,0,0,Norwood,22.389999
1920,2019,8,28,8,0,20,Norwood,20.42
1921,2019,8,28,8,0,40,Norwood,19.370001
1922,2019,8,28,8,0,60,Norwood,19.459999
1923,2019,8,28,8,30,0,Norwood,19.51
1924,2019,8,28,8,30,20,Norwood,19.200001
1925,2019,8,28,8,30,40,Norwood,17.389999
1926,2019,8,28,8,30,60,Norwood,16.620001
1927,2019,8,28,8,60,0,Norwood,18.4
1928,2019,8,28,8,60,20,Norwood,19.02
1929,2019,8,28,8,60,40,Norwood,19.17
1930,2019,8,28,8,60,60,Norwood,19.17
1931,2019,8,28,10,0,0,Norwood,20.190001
1932,2019,8,28,10,0,20,Norwood,18.969999
1933,2019,8,28,10,0,40,Norwood,20.59
1934,2019,8,28,10,0,60,Norwood,22.1
1935,2019,8,28,10,30,0,Norwood,21.200001
1936,2019,8,28,10,30,20,Norwood,20.51
1937,2019,8,28,10,30,40,Norwood,20.219999
1938,2019,8,28,10,30,60,Norwood,21.73
1939,2019,8,28,10,60,0,Norwood,22.059999
1940,2019,8,28,10,60,20,Norwood,23.040001
1941,2019,8,28,10,60,40,Norwood,22.040001
1942,2019,8,28,10,60,60,Norwood,23.530001
1943,2019,8,28,12,0,0,Norwood,24.219999
1944,2019,8,28,12,0,20,Norwood,23.93
1945,2019,8,28,12,0,40,Norwood,23.42
1946,2019,8,28,12,0,60,Norwood,21.99
1947,2019,8,28,12,30,0,Norwood,23.440001
1948,2019,8,28,12,30,20,Norwood,23.700001
1949,2019,8,28,12,30,40,Norwood,25.57
1950,2019,8,28,12,30,60,Norwood,25.24
1951,2019,8,28,12,60,0,Norwood,24.620001
1952,2019,8,28,12,60,20,Norwood,25.530001
1953,2019,8,28,12,60,40,Norwood,24.66
1954,2019,8,28,12,60,60,Norwood,25.950001
1955,2019,8,28,14,0,0,Norwood,26.620001
1956,2019,8,28,14,0,20,Norwood,26.42
1957,2019,8,28,14,0,40,Norwood,24.51
1958,2019,8,28,14,0,60,Norwood,24.639999
1959,2019,8,28,14,30,0,Norwood,23.68
1960,2019,8,28,14,30,20,Norwood,22.799999
1961,2019,8,28,14,30,40,Norwood,22.08
1962,2019,8,28,14,30,60,Norwood,21.91
1963,2019,8,28,14,60,0,Norwood,20.309999
1964,2019,8,28,14,60,20,Norwood,22.200001
1965,2019,8,28,14,60,40,Norwood,23.35
1966,2019,8,28,14,60,60,Norwood,24.790001
1967,2019,8,28,16,0,0,Norwood,24.280001
1968,2019,8,28,16,0,20,Norwood,24.620001
1969,2019,8,28,16,0,40,Norwood,25.059999
1970,2019,8,28,16,0,60,Norwood,25.15
1971,2019,8,28,16,30,0,Norwood,26.299999
1972,2019,8,28,16,30,20,Norwood,25.110001
1973,2019,8,28,16,30,40,Norwood,23.68
1974,2019,8,28,16,30,60,Norwood,24.33
1975,2019,8,28,16,60,0,Norwood,25.280001
1976,2019,8,28,16,60,20,Norwood,26.200001
1977,2019,8,28,16,60,40,Norwood,27.700001
1978,2019,8,28,16,60,60,Norwood,26.5
1979,2019,8,28,18,0,0,Norwood,27.48
1980,2019,8,28,18,0,20,Norwood,27.549999
1981,2019,8,28,18,0,40,Norwood,27.82
1982,2019,8,28,18,0,60,Norwood,27.73
1983,2019,8,28,18,30,0,Norwood,28.950001
1984,2019,8,28,18,30,20,Norwood,27.459999
1985,2019,8,28,18,30,40,Norwood,27.42
1986,2019,8,28,18,30,60,Norwood,27.08
1987,2019,8,28,18,60,0,Norwood,27.42
1988,2019,8,28,18,60,20,Norwood,28.190001
1989,2019,8,28,18,60,40,Norwood,26.309999
1990,2019,8,28,18,60,60,Norwood,26.84
1991,2019,8,28,20,0,0,Norwood,27.15
1992,2019,8,28,20,0,20,Norwood,25.26
1993,2019,8,28,20,0,40,Norwood,25.530001
1994,2019,8,28,20,0,60,Norwood,23.700001
1995,2019,8,28,20,30,0,Norwood,22.040001
1996,2019,8,28,20,30,20,Norwood,20.84
1997,2019,8,28,20,30,40,Norwood,20.73
1998,2019,8,28,20,30,60,Norwood,22.309999
1999,2019,8,28,20,60,0,Norwood,22.190001
2000,2019,8,28,20,60,20,Norwood,22
2001,2019,8,28,20,60,40,Norwood,20.15
2002,2019,8,28,20,60,60,Norwood,21.48
2003,2019,8,28,22,0,0,Norwood,22.17
2004,2019,8,28,22,0,20,Norwood,21.280001
2005,2019,8,28,22,0,40,Norwood,22.219999
2006,2019,8,28,22,0,60,Norwood,22.129999
2007,2019,8,28,22,30,0,Norwood,23.68
2008,2019,8,28,22,30,20,Norwood,25
2009,2019,8,28,22,30,40,Norwood,26.549999
2010,2019,8,28,22,30,60,Norwood,28.059999
2011,2019,8,28,22,60,0,Norwood,27.91
2012,2019,8,28,22,60,20,Norwood,27.370001
2013,2019,8,28,22,60,40,Norwood,28.620001
2014,2019,8,28,22,60,60,Norwood,28.59
2015,2019,8,28,24,0,0,Norwood,30.299999
2016,2019,8,28,24,0,20,Norwood,29.9
2017,2019,8,28,24,0,40,Norwood,28.700001
2018,2019,8,28,24,0,60,Norwood,29.620001
2019,2019,8,28,24,30,0,Norwood,28.6
2020,2019,8,28,24,30,20,Norwood,27.17
2021,2019,8,28,24,30,40,Norwood,26.790001
2022,2019,8,28,24,30,60,Norwood,24.91
2023,2019,8,28,24,60,0,Norwood,23.1
2024,2019,8,28,24,60,20,Norwood,25.040001
2025,2019,8,28,24,60,40,Norwood,25.15
2026,2019,8,28,24,60,60,Norwood,23.5
2027,2019,8,29,0,0,0,Norwood,24.700001
2028,2019,8,29,0,0,20,Norwood,25.26
2029,2019,8,29,0,0,40,Norwood,25.879999
2030,2019,8,29,0,0,60,Norwood,26.950001
2031,2019,8,29,0,30,0,Norwood,25.299999
2032,2019,8,29,0,30,20,Norwood,25.219999
2033,2019,8,29,0,30,40,Norwood,24.620001
2034,2019,8,29,0,30,60,Norwood,26.4
2035,2019,8,29,0,60,0,Norwood,28.02
2036,2019,8,29,0,60,20,Norwood,26.110001
2037,2019,8,29,0,60,40,Norwood,27.51
2038,2019,8,29,0,60,60,Norwood,27.040001
2039,2019,8,29,2,0,0,Norwood,28.6
2040,2019,8,29,2,0,20,Norwood,28.1
2041,2019,8,29,2,0,40,Norwood,28.75
2042,2019,8,29,2,0,60,Norwood,30.620001
2043,2019,8,29,2,30,0,Norwood,30.51
2044,2019,8,29,2,30,20,Norwood,32.279999
2045,2019,8,29,2,30,40,Norwood,32.509998
2046,2019,8,29,2,30,60,Norwood,34.400002
2047,2019,8,29,2,60,0,Norwood,33
2048,2019,8,29,2,60,20,Norwood,32.5
2049,2019,8,29,2,60,40,Norwood,31.33
2050,2019,8,29,2,60,60,Norwood,32.529999
2051,2019,8,29,4,0,0,Norwood,31.549999
2052,2019,8,29,4,0,20,Norwood,33.110001
2053,2019,8,29,4,0,40,Norwood,33.799999
2054,2019,8,29,4,0,60,Norwood,34.299999
2055,2019,8,29,4,30,0,Norwood,32.950001
2056,2019,8,29,4,30,20,Norwood,33.099998
2057,2019,8,29,4,30,40,Norwood,32.240002
2058,2019,8,29,4,30,60,Norwood,32.310001
2059,2019,8,29,4,60,0,Norwood,30.84
2060,2019,8,29,4,60,20,Norwood,30.129999
2061,2019,8,29,4,60,40,Norwood,30.48
2062,2019,8,29,4,60,60,Norwood,30.73
2063,2019,8,29,6,0,0,Norwood,31.059999
2064,2019,8,29,6,0,20,Norwood,30.389999
2065,2019,8,29,6,0,40,Norwood,31.110001
2066,2019,8,29,6,0,60,Norwood,31.440001
2067,2019,8,29,6,30,0,Norwood,32.799999
2068,2019,8,29,6,30,20,Norwood,30.879999
2069,2019,8,29,6,30,40,Norwood,31.77
2070,2019,8,29,6,30,60,Norwood,31.91
2071,2019,8,29,6,60,0,Norwood,31.860001
2072,2019,8,29,6,60,20,Norwood,32.880001
2073,2019,8,29,6,60,40,Norwood,31.299999
2074,2019,8,29,6,60,60,Norwood,31.68
2075,2019,8,29,8,0,0,Norwood,33.169998
2076,2019,8,29,8,0,20,Norwood,31.440001
2077,2019,8,29,8,0,40,Norwood,30.82
2078,2019,8,29,8,0,60,Norwood,32.700001
2079,2019,8,29,8,30,0,Norwood,34.439999
2080,2019,8,29,8,30,20,Norwood,33.369999
2081,2019,8,29,8,30,40,Norwood,34.400002
2082,2019,8,29,8,30,60,Norwood,36.330002
2083,2019,8,29,8,60,0,Norwood,36.459999
2084,2019,8,29,8,60,20,Norwood,37.439999
2085,2019,8,29,8,60,40,Norwood,36.040001
2086,2019,8,29,8,60,60,Norwood,35.990002
2087,2019,8,29,10,0,0,Norwood,36.93
2088,2019,8,29,10,0,20,Norwood,35.080002
2089,2019,8,29,10,0,40,Norwood,36.91
2090,2019,8,29,10,0,60,Norwood,36.040001
2091,2019,8,29,10,30,0,Norwood,37.77
2092,2019,8,29,10,30,20,Norwood,36.169998
2093,2019,8,29,10,30,40,Norwood,36.950001
2094,2019,8,29,10,30,60,Norwood,36.240002
2095,2019,8,29,10,60,0,Norwood,34.400002
2096,2019,8,29,10,60,20,Norwood,35.02
2097,2019,8,29,10,60,40,Norwood,36.459999
2098,2019,8,29,10,60,60,Norwood,36.099998
2099,2019,8,29,12,0,0,Norwood,36.549999
2100,2019,8,29,12,0,20,Norwood,36.310001
2101,2019,8,29,12,0,40,Norwood,34.599998
2102,2019,8,29,12,0,60,Norwood,32.860001
2103,2019,8,29,12,30,0,Norwood,32.419998
2104,2019,8,29,12,30,20,Norwood,34.299999
2105,2019,8,29,12,30,40,Norwood,36.200001
2106,2019,8,29,12,30,60,Norwood,36.220001
2107,2019,8,29,12,60,0,Norwood,37.59
2108,2019,8,29,12,60,20,Norwood,37.75
2109,2019,8,29,12,60,40,Norwood,37.040001
2110,2019,8,29,12,60,60,Norwood,35.990002
2111,2019,8,29,14,0,0,Norwood,33.990002
2112,2019,8,29,14,0,20,Norwood,33.48
2113,2019,8,29,14,0,40,Norwood,32.169998
2114,2019,8,29,14,0,60,Norwood,31.530001
