ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,WINDSPEED
2695,2019,8,28,25,0,10,Norwood,12
2696,2019,8,28,25,0,20,Norwood,10.59
2697,2019,8,28,25,0,30,Norwood,12.08
2698,2019,8,28,25,0,40,Norwood,11.48
2699,2019,8,28,25,0,50,Norwood,10.04
2700,2019,8,28,25,0,60,Norwood,11.19
2701,2019,8,28,25,15,0,Norwood,10.37
2702,2019,8,28,25,15,10,Norwood,10.84
2703,2019,8,28,25,15,20,Norwood,10.84
2704,2019,8,28,25,15,30,Norwood,12.46
2705,2019,8,28,25,15,40,Norwood,11.62
2706,2019,8,28,25,15,50,Norwood,11.5
2707,2019,8,28,25,15,60,Norwood,12.3
2708,2019,8,28,25,30,0,Norwood,13.91
2709,2019,8,28,25,30,10,Norwood,15.13
2710,2019,8,28,25,30,20,Norwood,15.86
2711,2019,8,28,25,30,30,Norwood,14.06
2712,2019,8,28,25,30,40,Norwood,15.31
2713,2019,8,28,25,30,50,Norwood,15.22
2714,2019,8,28,25,30,60,Norwood,16.549999
2715,2019,8,28,25,45,0,Norwood,18.51
2716,2019,8,28,25,45,10,Norwood,16.799999
2717,2019,8,28,25,45,20,Norwood,17.93
2718,2019,8,28,25,45,30,Norwood,19.639999
2719,2019,8,28,25,45,40,Norwood,18.969999
2720,2019,8,28,25,45,50,Norwood,17.219999
2721,2019,8,28,25,45,60,Norwood,15.44
2722,2019,8,28,25,60,0,Norwood,13.48
2723,2019,8,28,25,60,10,Norwood,13.31
2724,2019,8,28,25,60,20,Norwood,13.2
2725,2019,8,28,25,60,30,Norwood,14.86
2726,2019,8,28,25,60,40,Norwood,14.3
2727,2019,8,28,25,60,50,Norwood,14.08
2728,2019,8,28,25,60,60,Norwood,13.39
2729,2019,8,29,0,0,0,Norwood,15.11
2730,2019,8,29,0,0,10,Norwood,14
2731,2019,8,29,0,0,20,Norwood,15.77
2732,2019,8,29,0,0,30,Norwood,15.04
2733,2019,8,29,0,0,40,Norwood,16.620001
2734,2019,8,29,0,0,50,Norwood,16.57
2735,2019,8,29,0,0,60,Norwood,16.860001
2736,2019,8,29,0,15,0,Norwood,16.309999
2737,2019,8,29,0,15,10,Norwood,17.200001
2738,2019,8,29,0,15,20,Norwood,17.950001
2739,2019,8,29,0,15,30,Norwood,18.309999
2740,2019,8,29,0,15,40,Norwood,17.639999
2741,2019,8,29,0,15,50,Norwood,17
2742,2019,8,29,0,15,60,Norwood,17.42
2743,2019,8,29,0,30,0,Norwood,17.370001
2744,2019,8,29,0,30,10,Norwood,17.26
2745,2019,8,29,0,30,20,Norwood,16.530001
2746,2019,8,29,0,30,30,Norwood,15.2
2747,2019,8,29,0,30,40,Norwood,16.370001
2748,2019,8,29,0,30,50,Norwood,17.91
2749,2019,8,29,0,30,60,Norwood,17.059999
2750,2019,8,29,0,45,0,Norwood,18.9
2751,2019,8,29,0,45,10,Norwood,18.709999
2752,2019,8,29,0,45,20,Norwood,19.66
2753,2019,8,29,0,45,30,Norwood,20.35
2754,2019,8,29,0,45,40,Norwood,21.389999
2755,2019,8,29,0,45,50,Norwood,19.950001
2756,2019,8,29,0,45,60,Norwood,18.24
2757,2019,8,29,0,60,0,Norwood,19.24
2758,2019,8,29,0,60,10,Norwood,18.370001
2759,2019,8,29,0,60,20,Norwood,18.48
2760,2019,8,29,0,60,30,Norwood,18.42
2761,2019,8,29,0,60,40,Norwood,17.790001
2762,2019,8,29,0,60,50,Norwood,19.549999
2763,2019,8,29,0,60,60,Norwood,19.860001
2764,2019,8,29,5,0,0,Norwood,20.02
2765,2019,8,29,5,0,10,Norwood,20.42
2766,2019,8,29,5,0,20,Norwood,22.26
2767,2019,8,29,5,0,30,Norwood,20.799999
2768,2019,8,29,5,0,40,Norwood,19.9
2769,2019,8,29,5,0,50,Norwood,19.799999
2770,2019,8,29,5,0,60,Norwood,19.59
2771,2019,8,29,5,15,0,Norwood,18.950001
2772,2019,8,29,5,15,10,Norwood,19.549999
2773,2019,8,29,5,15,20,Norwood,18.950001
2774,2019,8,29,5,15,30,Norwood,19.68
2775,2019,8,29,5,15,40,Norwood,21.129999
2776,2019,8,29,5,15,50,Norwood,19.549999
2777,2019,8,29,5,15,60,Norwood,20.35
2778,2019,8,29,5,30,0,Norwood,21.879999
2779,2019,8,29,5,30,10,Norwood,22.110001
2780,2019,8,29,5,30,20,Norwood,21.459999
2781,2019,8,29,5,30,30,Norwood,20.26
2782,2019,8,29,5,30,40,Norwood,18.370001
2783,2019,8,29,5,30,50,Norwood,20.08
2784,2019,8,29,5,30,60,Norwood,19.219999
2785,2019,8,29,5,45,0,Norwood,18.5
2786,2019,8,29,5,45,10,Norwood,20.24
2787,2019,8,29,5,45,20,Norwood,19.42
2788,2019,8,29,5,45,30,Norwood,20.950001
2789,2019,8,29,5,45,40,Norwood,20.66
2790,2019,8,29,5,45,50,Norwood,22.6
2791,2019,8,29,5,45,60,Norwood,23.42
2792,2019,8,29,5,60,0,Norwood,22.51
2793,2019,8,29,5,60,10,Norwood,23.879999
2794,2019,8,29,5,60,20,Norwood,23.129999
2795,2019,8,29,5,60,30,Norwood,22.33
2796,2019,8,29,5,60,40,Norwood,23.790001
2797,2019,8,29,5,60,50,Norwood,24.040001
2798,2019,8,29,5,60,60,Norwood,22.6
2799,2019,8,29,10,0,0,Norwood,23.5
2800,2019,8,29,10,0,10,Norwood,21.549999
2801,2019,8,29,10,0,20,Norwood,23.4
2802,2019,8,29,10,0,30,Norwood,23.68
2803,2019,8,29,10,0,40,Norwood,24.620001
2804,2019,8,29,10,0,50,Norwood,26.370001
2805,2019,8,29,10,0,60,Norwood,25.389999
2806,2019,8,29,10,15,0,Norwood,24.68
2807,2019,8,29,10,15,10,Norwood,25.6
2808,2019,8,29,10,15,20,Norwood,24.33
2809,2019,8,29,10,15,30,Norwood,23.82
2810,2019,8,29,10,15,40,Norwood,23.02
2811,2019,8,29,10,15,50,Norwood,22.42
2812,2019,8,29,10,15,60,Norwood,24.4
2813,2019,8,29,10,30,0,Norwood,26.33
2814,2019,8,29,10,30,10,Norwood,24.799999
2815,2019,8,29,10,30,20,Norwood,24.77
2816,2019,8,29,10,30,30,Norwood,23.040001
2817,2019,8,29,10,30,40,Norwood,22.059999
2818,2019,8,29,10,30,50,Norwood,20.35
2819,2019,8,29,10,30,60,Norwood,21.35
2820,2019,8,29,10,45,0,Norwood,20.73
2821,2019,8,29,10,45,10,Norwood,21.219999
2822,2019,8,29,10,45,20,Norwood,21.51
2823,2019,8,29,10,45,30,Norwood,22.6
2824,2019,8,29,10,45,40,Norwood,21.709999
2825,2019,8,29,10,45,50,Norwood,21.84
2826,2019,8,29,10,45,60,Norwood,23.35
2827,2019,8,29,10,60,0,Norwood,21.700001
2828,2019,8,29,10,60,10,Norwood,22.620001
2829,2019,8,29,10,60,20,Norwood,22.84
2830,2019,8,29,10,60,30,Norwood,21.459999
2831,2019,8,29,10,60,40,Norwood,22.190001
2832,2019,8,29,10,60,50,Norwood,23.299999
2833,2019,8,29,10,60,60,Norwood,25.190001
2834,2019,8,29,15,0,0,Norwood,23.4
2835,2019,8,29,15,0,10,Norwood,24.51
2836,2019,8,29,15,0,20,Norwood,24.799999
2837,2019,8,29,15,0,30,Norwood,25.190001
2838,2019,8,29,15,0,40,Norwood,23.860001
2839,2019,8,29,15,0,50,Norwood,23.280001
2840,2019,8,29,15,0,60,Norwood,24.35
2841,2019,8,29,15,15,0,Norwood,25.66
2842,2019,8,29,15,15,10,Norwood,24.15
2843,2019,8,29,15,15,20,Norwood,24.82
2844,2019,8,29,15,15,30,Norwood,26.309999
2845,2019,8,29,15,15,40,Norwood,25.26
2846,2019,8,29,15,15,50,Norwood,25.459999
2847,2019,8,29,15,15,60,Norwood,25.040001
2848,2019,8,29,15,30,0,Norwood,26.42
2849,2019,8,29,15,30,10,Norwood,24.9
2850,2019,8,29,15,30,20,Norwood,23.02
2851,2019,8,29,15,30,30,Norwood,22.66
2852,2019,8,29,15,30,40,Norwood,23.059999
2853,2019,8,29,15,30,50,Norwood,21.370001
2854,2019,8,29,15,30,60,Norwood,22.190001
2855,2019,8,29,15,45,0,Norwood,22.51
2856,2019,8,29,15,45,10,Norwood,20.59
2857,2019,8,29,15,45,20,Norwood,18.639999
2858,2019,8,29,15,45,30,Norwood,17.200001
2859,2019,8,29,15,45,40,Norwood,18.200001
2860,2019,8,29,15,45,50,Norwood,19.02
2861,2019,8,29,15,45,60,Norwood,19.620001
2862,2019,8,29,15,60,0,Norwood,19.26
2863,2019,8,29,15,60,10,Norwood,17.82
2864,2019,8,29,15,60,20,Norwood,19.059999
2865,2019,8,29,15,60,30,Norwood,18.950001
2866,2019,8,29,15,60,40,Norwood,20
2867,2019,8,29,15,60,50,Norwood,18.91
2868,2019,8,29,15,60,60,Norwood,18.4
2869,2019,8,29,20,0,0,Norwood,19.6
2870,2019,8,29,20,0,10,Norwood,20.99
2871,2019,8,29,20,0,20,Norwood,22.26
2872,2019,8,29,20,0,30,Norwood,23.24
2873,2019,8,29,20,0,40,Norwood,23.02
2874,2019,8,29,20,0,50,Norwood,24.639999
2875,2019,8,29,20,0,60,Norwood,25.5
2876,2019,8,29,20,15,0,Norwood,25.370001
2877,2019,8,29,20,15,10,Norwood,24.219999
2878,2019,8,29,20,15,20,Norwood,24.440001
2879,2019,8,29,20,15,30,Norwood,25.08
2880,2019,8,29,20,15,40,Norwood,26.24
2881,2019,8,29,20,15,50,Norwood,27.440001
2882,2019,8,29,20,15,60,Norwood,26.77
2883,2019,8,29,20,30,0,Norwood,25
2884,2019,8,29,20,30,10,Norwood,24.389999
2885,2019,8,29,20,30,20,Norwood,24.299999
2886,2019,8,29,20,30,30,Norwood,26.24
2887,2019,8,29,20,30,40,Norwood,24.879999
2888,2019,8,29,20,30,50,Norwood,23.15
2889,2019,8,29,20,30,60,Norwood,22.17
2890,2019,8,29,20,45,0,Norwood,20.77
2891,2019,8,29,20,45,10,Norwood,20.860001
2892,2019,8,29,20,45,20,Norwood,22.389999
2893,2019,8,29,20,45,30,Norwood,23
2894,2019,8,29,20,45,40,Norwood,24.200001
2895,2019,8,29,20,45,50,Norwood,24.26
2896,2019,8,29,20,45,60,Norwood,23.4
2897,2019,8,29,20,60,0,Norwood,25.309999
2898,2019,8,29,20,60,10,Norwood,25.040001
2899,2019,8,29,20,60,20,Norwood,25.57
2900,2019,8,29,20,60,30,Norwood,26.299999
2901,2019,8,29,20,60,40,Norwood,27.200001
2902,2019,8,29,20,60,50,Norwood,26.299999
2903,2019,8,29,20,60,60,Norwood,25.57
2904,2019,8,29,25,0,0,Norwood,24.620001
2905,2019,8,29,25,0,10,Norwood,22.620001
2906,2019,8,29,25,0,20,Norwood,23.91
2907,2019,8,29,25,0,30,Norwood,25.4
2908,2019,8,29,25,0,40,Norwood,23.440001
2909,2019,8,29,25,0,50,Norwood,23.33
2910,2019,8,29,25,0,60,Norwood,21.860001
2911,2019,8,29,25,15,0,Norwood,21.5
2912,2019,8,29,25,15,10,Norwood,20.99
2913,2019,8,29,25,15,20,Norwood,20.42
2914,2019,8,29,25,15,30,Norwood,20.530001
2915,2019,8,29,25,15,40,Norwood,20.57
2916,2019,8,29,25,15,50,Norwood,20.48
2917,2019,8,29,25,15,60,Norwood,19.879999
2918,2019,8,29,25,30,0,Norwood,19.1
2919,2019,8,29,25,30,10,Norwood,21.08
2920,2019,8,29,25,30,20,Norwood,21.969999
2921,2019,8,29,25,30,30,Norwood,21.1
2922,2019,8,29,25,30,40,Norwood,20.969999
2923,2019,8,29,25,30,50,Norwood,22.91
2924,2019,8,29,25,30,60,Norwood,21.82
2925,2019,8,29,25,45,0,Norwood,20.950001
2926,2019,8,29,25,45,10,Norwood,22.129999
2927,2019,8,29,25,45,20,Norwood,20.5
2928,2019,8,29,25,45,30,Norwood,20.42
2929,2019,8,29,25,45,40,Norwood,19.51
2930,2019,8,29,25,45,50,Norwood,20.129999
2931,2019,8,29,25,45,60,Norwood,21.91
2932,2019,8,29,25,60,0,Norwood,20.42
2933,2019,8,29,25,60,10,Norwood,19.15
2934,2019,8,29,25,60,20,Norwood,21.1
2935,2019,8,29,25,60,30,Norwood,21.6
2936,2019,8,29,25,60,40,Norwood,20.370001
2937,2019,8,29,25,60,50,Norwood,22
2938,2019,8,29,25,60,60,Norwood,22.42
2939,2019,8,30,0,0,0,Norwood,22.799999
2940,2019,8,30,0,0,10,Norwood,21.5
2941,2019,8,30,0,0,20,Norwood,21.66
2942,2019,8,30,0,0,30,Norwood,21.219999
2943,2019,8,30,0,0,40,Norwood,22.549999
2944,2019,8,30,0,0,50,Norwood,24.110001
2945,2019,8,30,0,0,60,Norwood,23.709999
2946,2019,8,30,0,15,0,Norwood,21.93
2947,2019,8,30,0,15,10,Norwood,20.5
2948,2019,8,30,0,15,20,Norwood,22.309999
2949,2019,8,30,0,15,30,Norwood,21.299999
2950,2019,8,30,0,15,40,Norwood,22.77
2951,2019,8,30,0,15,50,Norwood,22.91
2952,2019,8,30,0,15,60,Norwood,22.440001
2953,2019,8,30,0,30,0,Norwood,23.91
2954,2019,8,30,0,30,10,Norwood,23.280001
2955,2019,8,30,0,30,20,Norwood,22.24
2956,2019,8,30,0,30,30,Norwood,21.190001
2957,2019,8,30,0,30,40,Norwood,22.5
2958,2019,8,30,0,30,50,Norwood,24.26
2959,2019,8,30,0,30,60,Norwood,23.17
2960,2019,8,30,0,45,0,Norwood,25.040001
2961,2019,8,30,0,45,10,Norwood,24.219999
2962,2019,8,30,0,45,20,Norwood,22.879999
2963,2019,8,30,0,45,30,Norwood,21.77
2964,2019,8,30,0,45,40,Norwood,23.110001
2965,2019,8,30,0,45,50,Norwood,24.08
2966,2019,8,30,0,45,60,Norwood,25.309999
2967,2019,8,30,0,60,0,Norwood,24.790001
2968,2019,8,30,0,60,10,Norwood,26.299999
2969,2019,8,30,0,60,20,Norwood,27.219999
2970,2019,8,30,0,60,30,Norwood,26.639999
2971,2019,8,30,0,60,40,Norwood,28.299999
2972,2019,8,30,0,60,50,Norwood,29.5
2973,2019,8,30,0,60,60,Norwood,28.99
2974,2019,8,30,5,0,0,Norwood,29.709999
2975,2019,8,30,5,0,10,Norwood,29.440001
2976,2019,8,30,5,0,20,Norwood,28.950001
2977,2019,8,30,5,0,30,Norwood,28.93
2978,2019,8,30,5,0,40,Norwood,29.459999
2979,2019,8,30,5,0,50,Norwood,29.950001
2980,2019,8,30,5,0,60,Norwood,28.200001
2981,2019,8,30,5,15,0,Norwood,30.02
2982,2019,8,30,5,15,10,Norwood,30.99
2983,2019,8,30,5,15,20,Norwood,32.200001
2984,2019,8,30,5,15,30,Norwood,33.459999
2985,2019,8,30,5,15,40,Norwood,33.130001
2986,2019,8,30,5,15,50,Norwood,34.130001
2987,2019,8,30,5,15,60,Norwood,32.880001
2988,2019,8,30,5,30,0,Norwood,31.059999
2989,2019,8,30,5,30,10,Norwood,31.59
2990,2019,8,30,5,30,20,Norwood,30.9
2991,2019,8,30,5,30,30,Norwood,32.349998
2992,2019,8,30,5,30,40,Norwood,32.59
2993,2019,8,30,5,30,50,Norwood,30.91
2994,2019,8,30,5,30,60,Norwood,31.75
2995,2019,8,30,5,45,0,Norwood,33.040001
2996,2019,8,30,5,45,10,Norwood,34.299999
2997,2019,8,30,5,45,20,Norwood,34.75
2998,2019,8,30,5,45,30,Norwood,36.060001
2999,2019,8,30,5,45,40,Norwood,36.66
3000,2019,8,30,5,45,50,Norwood,37.84
3001,2019,8,30,5,45,60,Norwood,38.220001
3002,2019,8,30,5,60,0,Norwood,38.02
3003,2019,8,30,5,60,10,Norwood,39.59
3004,2019,8,30,5,60,20,Norwood,38.970001
3005,2019,8,30,5,60,30,Norwood,40.389999
3006,2019,8,30,5,60,40,Norwood,39
3007,2019,8,30,5,60,50,Norwood,39.419998
3008,2019,8,30,5,60,60,Norwood,38.950001
3009,2019,8,30,10,0,0,Norwood,39.040001
3010,2019,8,30,10,0,10,Norwood,37.419998
3011,2019,8,30,10,0,20,Norwood,37.200001
3012,2019,8,30,10,0,30,Norwood,36.5
3013,2019,8,30,10,0,40,Norwood,37.130001
3014,2019,8,30,10,0,50,Norwood,38.93
3015,2019,8,30,10,0,60,Norwood,37.91
3016,2019,8,30,10,15,0,Norwood,36.169998
3017,2019,8,30,10,15,10,Norwood,37.110001
3018,2019,8,30,10,15,20,Norwood,36.389999
3019,2019,8,30,10,15,30,Norwood,37.130001
3020,2019,8,30,10,15,40,Norwood,37
3021,2019,8,30,10,15,50,Norwood,38.459999
3022,2019,8,30,10,15,60,Norwood,36.950001
3023,2019,8,30,10,30,0,Norwood,36.900002
3024,2019,8,30,10,30,10,Norwood,37.040001
3025,2019,8,30,10,30,20,Norwood,36.389999
3026,2019,8,30,10,30,30,Norwood,36.799999
3027,2019,8,30,10,30,40,Norwood,37.91
3028,2019,8,30,10,30,50,Norwood,36.48
3029,2019,8,30,10,30,60,Norwood,36.040001
3030,2019,8,30,10,45,0,Norwood,37.189999
3031,2019,8,30,10,45,10,Norwood,36.509998
3032,2019,8,30,10,45,20,Norwood,37.080002
3033,2019,8,30,10,45,30,Norwood,38.799999
3034,2019,8,30,10,45,40,Norwood,37.169998
3035,2019,8,30,10,45,50,Norwood,38.349998
3036,2019,8,30,10,45,60,Norwood,37.66
3037,2019,8,30,10,60,0,Norwood,36.91
3038,2019,8,30,10,60,10,Norwood,36.82
3039,2019,8,30,10,60,20,Norwood,37.189999
3040,2019,8,30,10,60,30,Norwood,35.369999
3041,2019,8,30,10,60,40,Norwood,36.970001
3042,2019,8,30,10,60,50,Norwood,35.310001
3043,2019,8,30,10,60,60,Norwood,34.73
3044,2019,8,30,15,0,0,Norwood,36.02
3045,2019,8,30,15,0,10,Norwood,34.73
3046,2019,8,30,15,0,20,Norwood,35.299999
3047,2019,8,30,15,0,30,Norwood,34.099998
3048,2019,8,30,15,0,40,Norwood,34.369999
3049,2019,8,30,15,0,50,Norwood,32.73
3050,2019,8,30,15,0,60,Norwood,32.950001
3051,2019,8,30,15,15,0,Norwood,33.860001
3052,2019,8,30,15,15,10,Norwood,32.299999
3053,2019,8,30,15,15,20,Norwood,31.879999
3054,2019,8,30,15,15,30,Norwood,30.68
3055,2019,8,30,15,15,40,Norwood,31.51
3056,2019,8,30,15,15,50,Norwood,33.299999
3057,2019,8,30,15,15,60,Norwood,34.369999
3058,2019,8,30,15,30,0,Norwood,33
3059,2019,8,30,15,30,10,Norwood,33.900002
3060,2019,8,30,15,30,20,Norwood,33.439999
3061,2019,8,30,15,30,30,Norwood,31.77
3062,2019,8,30,15,30,40,Norwood,30.879999
3063,2019,8,30,15,30,50,Norwood,29.459999
3064,2019,8,30,15,30,60,Norwood,30.129999
3065,2019,8,30,15,45,0,Norwood,30.440001
3066,2019,8,30,15,45,10,Norwood,31.33
3067,2019,8,30,15,45,20,Norwood,33
3068,2019,8,30,15,45,30,Norwood,33.130001
3069,2019,8,30,15,45,40,Norwood,32.950001
3070,2019,8,30,15,45,50,Norwood,33.040001
3071,2019,8,30,15,45,60,Norwood,34.48
3072,2019,8,30,15,60,0,Norwood,35.790001
3073,2019,8,30,15,60,10,Norwood,37.060001
3074,2019,8,30,15,60,20,Norwood,37.060001
3075,2019,8,30,15,60,30,Norwood,38.130001
3076,2019,8,30,15,60,40,Norwood,37
3077,2019,8,30,15,60,50,Norwood,37.200001
3078,2019,8,30,15,60,60,Norwood,37.48
3079,2019,8,30,20,0,0,Norwood,37.389999
3080,2019,8,30,20,0,10,Norwood,37.349998
3081,2019,8,30,20,0,20,Norwood,38.299999
3082,2019,8,30,20,0,30,Norwood,37.59
3083,2019,8,30,20,0,40,Norwood,37.93
3084,2019,8,30,20,0,50,Norwood,37.48
3085,2019,8,30,20,0,60,Norwood,39.389999
3086,2019,8,30,20,15,0,Norwood,39.799999
3087,2019,8,30,20,15,10,Norwood,37.990002
3088,2019,8,30,20,15,20,Norwood,38.150002
3089,2019,8,30,20,15,30,Norwood,37.130001
3090,2019,8,30,20,15,40,Norwood,35.169998
3091,2019,8,30,20,15,50,Norwood,35.77
3092,2019,8,30,20,15,60,Norwood,37.02
3093,2019,8,30,20,30,0,Norwood,37.400002
3094,2019,8,30,20,30,10,Norwood,36.099998
3095,2019,8,30,20,30,20,Norwood,35.599998
3096,2019,8,30,20,30,30,Norwood,34.77
3097,2019,8,30,20,30,40,Norwood,35.259998
3098,2019,8,30,20,30,50,Norwood,34.349998
3099,2019,8,30,20,30,60,Norwood,34.66
3100,2019,8,30,20,45,0,Norwood,35.93
3101,2019,8,30,20,45,10,Norwood,37.57
3102,2019,8,30,20,45,20,Norwood,36.150002
3103,2019,8,30,20,45,30,Norwood,38.060001
3104,2019,8,30,20,45,40,Norwood,39.150002
3105,2019,8,30,20,45,50,Norwood,38.330002
3106,2019,8,30,20,45,60,Norwood,37.080002
3107,2019,8,30,20,60,0,Norwood,36.060001
3108,2019,8,30,20,60,10,Norwood,34.990002
3109,2019,8,30,20,60,20,Norwood,35.66
3110,2019,8,30,20,60,30,Norwood,37.419998
3111,2019,8,30,20,60,40,Norwood,37.48
3112,2019,8,30,20,60,50,Norwood,38.68
3113,2019,8,30,20,60,60,Norwood,36.91
3114,2019,8,30,25,0,0,Norwood,36.75
3115,2019,8,30,25,0,10,Norwood,37.59
3116,2019,8,30,25,0,20,Norwood,36.66
3117,2019,8,30,25,0,30,Norwood,35.060001
3118,2019,8,30,25,0,40,Norwood,33.060001
3119,2019,8,30,25,0,50,Norwood,33.349998
3120,2019,8,30,25,0,60,Norwood,34.040001
3121,2019,8,30,25,15,0,Norwood,35.299999
3122,2019,8,30,25,15,10,Norwood,36.799999
3123,2019,8,30,25,15,20,Norwood,35.310001
3124,2019,8,30,25,15,30,Norwood,33.880001
3125,2019,8,30,25,15,40,Norwood,32.189999
3126,2019,8,30,25,15,50,Norwood,33.59
3127,2019,8,30,25,15,60,Norwood,33.369999
3128,2019,8,30,25,30,0,Norwood,34.619999
3129,2019,8,30,25,30,10,Norwood,34.619999
3130,2019,8,30,25,30,20,Norwood,36.150002
3131,2019,8,30,25,30,30,Norwood,37.880001
3132,2019,8,30,25,30,40,Norwood,37.77
3133,2019,8,30,25,30,50,Norwood,35.950001
3134,2019,8,30,25,30,60,Norwood,37.619999
3135,2019,8,30,25,45,0,Norwood,37.66
3136,2019,8,30,25,45,10,Norwood,36.220001
3137,2019,8,30,25,45,20,Norwood,35.369999
3138,2019,8,30,25,45,30,Norwood,36
3139,2019,8,30,25,45,40,Norwood,34.619999
3140,2019,8,30,25,45,50,Norwood,35.82
3141,2019,8,30,25,45,60,Norwood,37.639999
3142,2019,8,30,25,60,0,Norwood,35.950001
3143,2019,8,30,25,60,10,Norwood,35.330002
3144,2019,8,30,25,60,20,Norwood,35.200001
3145,2019,8,30,25,60,30,Norwood,36.970001
3146,2019,8,30,25,60,40,Norwood,38.5
3147,2019,8,30,25,60,50,Norwood,38.279999
3148,2019,8,30,25,60,60,Norwood,40.060001
3149,2019,9,1,0,0,0,Norwood,39.700001
3150,2019,9,1,0,0,10,Norwood,38.389999
3151,2019,9,1,0,0,20,Norwood,40.130001
3152,2019,9,1,0,0,30,Norwood,38.529999
3153,2019,9,1,0,0,40,Norwood,38.57
3154,2019,9,1,0,0,50,Norwood,38.169998
3155,2019,9,1,0,0,60,Norwood,37.48
3156,2019,9,1,0,15,0,Norwood,36.84
3157,2019,9,1,0,15,10,Norwood,37.400002
3158,2019,9,1,0,15,20,Norwood,37.799999
3159,2019,9,1,0,15,30,Norwood,36.279999
3160,2019,9,1,0,15,40,Norwood,37.84
3161,2019,9,1,0,15,50,Norwood,37.240002
3162,2019,9,1,0,15,60,Norwood,37.459999
3163,2019,9,1,0,30,0,Norwood,38.599998
3164,2019,9,1,0,30,10,Norwood,40.599998
3165,2019,9,1,0,30,20,Norwood,39.349998
3166,2019,9,1,0,30,30,Norwood,37.700001
3167,2019,9,1,0,30,40,Norwood,36.189999
3168,2019,9,1,0,30,50,Norwood,34.549999
3169,2019,9,1,0,30,60,Norwood,35.970001
3170,2019,9,1,0,45,0,Norwood,35.950001
3171,2019,9,1,0,45,10,Norwood,35.349998
3172,2019,9,1,0,45,20,Norwood,34.110001
3173,2019,9,1,0,45,30,Norwood,34.880001
3174,2019,9,1,0,45,40,Norwood,33.529999
3175,2019,9,1,0,45,50,Norwood,35.299999
3176,2019,9,1,0,45,60,Norwood,35.57
3177,2019,9,1,0,60,0,Norwood,34.189999
3178,2019,9,1,0,60,10,Norwood,34.169998
3179,2019,9,1,0,60,20,Norwood,36.080002
3180,2019,9,1,0,60,30,Norwood,35.619999
3181,2019,9,1,0,60,40,Norwood,34.389999
3182,2019,9,1,0,60,50,Norwood,33.599998
3183,2019,9,1,0,60,60,Norwood,35.110001
3184,2019,9,1,5,0,0,Norwood,34.970001
3185,2019,9,1,5,0,10,Norwood,36.130001
3186,2019,9,1,5,0,20,Norwood,36.400002
3187,2019,9,1,5,0,30,Norwood,38.080002
3188,2019,9,1,5,0,40,Norwood,38.459999
3189,2019,9,1,5,0,50,Norwood,39.419998
3190,2019,9,1,5,0,60,Norwood,39.369999
3191,2019,9,1,5,15,0,Norwood,38.66
3192,2019,9,1,5,15,10,Norwood,37.349998
3193,2019,9,1,5,15,20,Norwood,36.970001
3194,2019,9,1,5,15,30,Norwood,35.93
3195,2019,9,1,5,15,40,Norwood,37.59
3196,2019,9,1,5,15,50,Norwood,38.040001
3197,2019,9,1,5,15,60,Norwood,36.040001
3198,2019,9,1,5,30,0,Norwood,37.799999
3199,2019,9,1,5,30,10,Norwood,38.5
3200,2019,9,1,5,30,20,Norwood,37.75
3201,2019,9,1,5,30,30,Norwood,38.66
3202,2019,9,1,5,30,40,Norwood,37.93
3203,2019,9,1,5,30,50,Norwood,37.799999
3204,2019,9,1,5,30,60,Norwood,36.439999
3205,2019,9,1,5,45,0,Norwood,37.59
3206,2019,9,1,5,45,10,Norwood,39.040001
3207,2019,9,1,5,45,20,Norwood,38.599998
3208,2019,9,1,5,45,30,Norwood,38.599998
3209,2019,9,1,5,45,40,Norwood,37.700001
3210,2019,9,1,5,45,50,Norwood,38.880001
3211,2019,9,1,5,45,60,Norwood,38.200001
3212,2019,9,1,5,60,0,Norwood,37.310001
3213,2019,9,1,5,60,10,Norwood,36.77
3214,2019,9,1,5,60,20,Norwood,34.950001
3215,2019,9,1,5,60,30,Norwood,34.099998
3216,2019,9,1,5,60,40,Norwood,35.68
3217,2019,9,1,5,60,50,Norwood,36.110001
3218,2019,9,1,5,60,60,Norwood,36.279999
3219,2019,9,1,10,0,0,Norwood,34.459999
3220,2019,9,1,10,0,10,Norwood,33.639999
3221,2019,9,1,10,0,20,Norwood,32.82
3222,2019,9,1,10,0,30,Norwood,34.799999
3223,2019,9,1,10,0,40,Norwood,36.5
3224,2019,9,1,10,0,50,Norwood,35.099998
3225,2019,9,1,10,0,60,Norwood,36.189999
3226,2019,9,1,10,15,0,Norwood,36.970001
3227,2019,9,1,10,15,10,Norwood,35.529999
3228,2019,9,1,10,15,20,Norwood,37.099998
3229,2019,9,1,10,15,30,Norwood,36.66
3230,2019,9,1,10,15,40,Norwood,36.5
3231,2019,9,1,10,15,50,Norwood,35.220001
3232,2019,9,1,10,15,60,Norwood,34.700001
3233,2019,9,1,10,30,0,Norwood,33.220001
3234,2019,9,1,10,30,10,Norwood,31.280001
3235,2019,9,1,10,30,20,Norwood,30.219999
3236,2019,9,1,10,30,30,Norwood,29.6
3237,2019,9,1,10,30,40,Norwood,28.950001
3238,2019,9,1,10,30,50,Norwood,30.700001
3239,2019,9,1,10,30,60,Norwood,30.24
3240,2019,9,1,10,45,0,Norwood,28.969999
